Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
5S,JS,KC,7C,10C,KH,0,0,3C,6C,4H,AH,QH,0,0,7S,KD,9D,2H,AD,0,0,9S,QC,5D,7D,JH,0,1,4S,4D,7H,9H,5C,1,0,8H,9C,8D,5H,6S,1,0
4H,AC,4C,2D,JH,7D,1,0,9D,AD,3D,7C,10S,0,1,AS,JS,2S,QH,8S,0,0,6C,3H,6D,4S,QS,1,0,3C,JC,KS,QC,9S,0,0,8H,QD,8C,6H,2C,1,0
JH,3H,6C,7C,3D,8S,1,0,KD,7D,6H,4C,4S,1,0,5D,AH,QC,KC,KS,0,0,QH,5C,QS,JS,10C,1,0,2S,2D,9D,8D,10H,1,1,3C,5H,8H,10D,4D,0,0
QH,10C,3H,9D,KH,QC,1,0,2D,QD,6D,KD,4H,0,0,AD,6H,4S,KS,JC,0,1,3D,5S,7C,AS,JH,0,0,4D,3C,9S,8D,7D,0,0,QS,KC,5D,6C,2C,0,0
5C,3D,7D,3S,QD,5S,2,0,QH,KH,9H,AD,KS,0,0,KD,8H,8D,JC,7H,1,0,9C,6H,QC,QS,4D,1,0,JH,5H,AS,9S,10D,0,0,5D,10H,4C,8S,6D,0,1
2D,5S,5H,KH,3D,2S,2,1,QD,2H,5D,KS,4C,0,0,8H,AH,10S,QS,2C,0,0,KC,10H,5C,9H,JH,0,0,3H,8C,AS,QC,9D,0,0,AD,10C,6D,JC,JS,1,0
JS,9H,7C,QS,7D,6H,1,1,3H,KD,7S,AC,3D,1,0,2H,6C,AH,2S,QD,1,0,AS,10S,5C,8D,8S,1,0,QH,5D,4H,10H,3S,0,0,6D,9S,5H,2C,QC,0,0
AH,5S,KH,5C,5D,6D,1,0,7H,QH,6S,3C,KS,0,0,4H,9S,KC,4D,AC,1,0,6C,JD,4S,5H,7C,0,1,10C,6H,JC,3D,QD,0,0,8S,AS,8C,10H,9H,1,0
6D,QD,5C,5D,JC,6C,2,0,10S,9D,QH,8S,10H,1,0,JH,8H,KD,AH,3C,0,0,4D,KC,6S,7C,8C,0,0,JD,9S,10D,3S,7H,0,0,AC,2D,2H,5S,5H,2,1
QS,3H,3C,10D,9C,QD,2,1,KC,8C,2D,8S,2C,2,0,4D,JH,4H,9D,6S,1,0,5D,4S,8H,4C,AC,1,0,6H,QC,5S,5H,2S,1,0,7C,7S,JC,2H,JD,2,0
9D,5D,8C,2C,KC,2H,1,0,3S,2S,6D,10H,JD,0,0,QC,5H,KH,6C,10C,0,0,3C,8H,AS,9S,QS,0,0,AD,5C,QD,8D,JH,0,0,KS,5S,9H,AH,4S,0,1
2H,10D,7D,KC,5C,JD,0,0,JS,KS,AC,9C,4C,0,0,5S,6C,9D,QS,QC,1,1,8H,8S,10C,7C,4S,1,0,3D,AS,QD,6D,4H,0,0,3S,7H,3C,9H,2C,1,0
2C,QS,8H,5H,2H,7H,1,0,KH,7C,4S,JD,10H,0,0,JH,3C,6S,JC,9H,1,1,9S,2D,8S,AS,6D,0,0,JS,10D,2S,4C,9D,0,0,5C,10C,9C,4D,6H,0,0
7D,8C,3D,7C,4D,9D,1,0,JC,4C,8S,6C,10H,0,0,3S,9H,KH,QH,KS,0,0,3H,3C,2S,7S,6H,1,0,2H,9C,5H,7H,KD,0,0,AH,QD,JH,4H,QS,1,1
AS,KS,9S,7S,QD,QC,1,0,3H,7H,4S,8C,AC,0,0,JC,AH,8H,5C,2C,0,1,7D,8D,10C,JH,6D,0,0,JS,10S,AD,5D,7C,0,0,6C,6S,5S,KD,9C,1,0
8D,AH,5D,3H,4S,7C,0,1,QH,3C,5C,9D,8H,0,0,AD,6C,JD,KH,9S,0,0,8S,3S,10D,JC,6S,0,0,7S,9H,QD,KS,KD,0,0,AS,9C,6D,10C,7D,0,0
10D,5C,AH,AD,JH,5H,2,0,8C,6H,7S,9H,JS,0,0,5D,8S,3S,9D,AS,0,0,2H,4C,7C,JD,2S,1,0,KH,QH,2C,9C,QS,1,1,KC,3C,AC,4S,9S,0,0
QD,6H,8S,7C,AD,5S,0,0,6S,7S,AH,5D,JH,0,0,8C,6C,4H,KS,2H,0,0,QS,10H,3C,KH,6D,0,0,2D,4S,2C,9C,QC,1,0,10S,JS,4D,10C,10D,1,1
5D,QC,8S,3S,2H,4D,0,0,JH,6C,4S,9C,9S,1,0,5C,3H,10C,3C,2S,1,1,7C,AD,JS,QD,KS,0,0,5H,7H,AS,KH,2D,0,0,QH,8C,3D,2C,9H,0,0
8D,10D,7S,8C,7D,2S,2,1,9H,4C,AS,KS,QS,0,0,5S,3S,8H,6D,JH,0,0,KC,10H,2H,3D,QC,0,0,6H,5D,QD,6S,7H,1,0,JS,4D,5C,JD,9S,1,0
AC,KH,6D,2C,QD,3D,0,0,JC,8S,7D,8D,9S,1,0,7H,JS,7S,5C,AH,1,0,8C,7C,6C,AD,QH,0,0,5S,9D,6S,2H,QC,0,1,3H,10S,10C,5H,10H,1,0
3S,QD,AS,6S,5D,3H,1,0,10S,7C,5S,JS,4C,0,0,6D,7D,7H,AC,9D,1,1,3C,2H,10D,4D,JH,0,0,8H,QS,KH,QC,10H,1,0,2S,5H,2D,6H,8C,1,0
QH,8S,KD,JH,KC,10C,0,1,9H,JD,7D,KH,2C,0,0,3H,5C,9D,AH,AD,1,0,3C,8C,4D,2H,QC,0,0,7S,4C,4S,AS,3D,1,0,6C,6D,JS,AC,2D,1,0
7C,QH,AC,8H,QS,2C,1,0,7D,5C,9C,AD,10C,0,0,10H,6D,5D,QC,8S,0,0,QD,10S,7H,2H,KH,0,1,3D,6H,AS,8D,KS,0,0,5H,9H,4D,6C,4H,1,0
2S,8H,AD,5C,7C,KD,0,0,QS,10H,KS,6D,2H,0,0,6C,JD,3H,5D,10S,0,0,5S,5H,JC,7S,3D,1,0,2D,JS,KH,QD,AC,0,1,4H,JH,10C,3C,4D,1,0
4S,7S,5S,9D,3C,QD,0,0,5H,6S,AS,QS,8S,0,1,JC,10D,5C,JD,6H,1,0,3D,8D,6D,AH,4H,0,0,8C,10H,4D,9S,2C,0,0,3S,8H,KD,7D,2D,0,0
6S,KH,4C,JD,2S,5H,0,0,7S,8S,10C,3H,KC,0,0,KS,10S,JS,4H,3C,0,0,6C,4S,8D,5S,AC,0,0,7D,7H,6D,QS,10H,1,0,6H,AS,8H,5C,QC,0,1
8H,2S,2H,JC,AH,2D,1,0,JD,9D,10S,3D,6H,0,0,KH,QD,3C,8C,QC,1,0,KS,QH,9H,3H,6D,0,0,4C,7H,5H,8S,JH,0,0,KC,8D,6C,10H,4S,0,1
7C,4C,AC,2S,KH,7S,1,0,3H,QC,3D,10D,JH,1,1,AS,KS,9S,10S,3S,0,0,5S,6C,4D,JS,2H,0,0,KC,10C,5C,6H,JC,0,0,7H,8D,2D,AD,4S,0,0
3S,7D,10S,QS,KD,7H,1,0,3H,5H,9S,QD,4D,0,0,9D,10H,JD,2S,5S,0,0,8C,9H,4C,AS,8H,1,0,6H,2D,6C,3C,AH,1,1,KH,10C,6D,KC,9C,0,0
8C,7H,9C,QH,8D,QD,2,0,4S,5S,4H,5C,AH,2,1,2D,9D,6S,AC,JH,0,0,7D,9H,9S,2H,4D,1,0,KC,8H,3C,AD,10D,0,0,JC,QC,JS,4C,7C,1,0
KD,10S,4H,8H,6D,7H,0,0,9S,6C,5C,5D,10D,1,0,JS,AC,QH,6S,10H,0,0,3C,KS,QC,KC,JH,0,0,JD,5S,5H,4D,8C,1,1,9H,6H,4S,8S,2D,0,0
10C,4H,JD,7H,QS,AD,0,0,AH,2C,5H,2H,2D,1,0,AC,QD,AS,4C,5S,1,0,KD,9H,QH,4S,5D,0,0,7C,JC,8C,2S,8S,1,0,QC,6S,10S,6C,KS,1,1
9C,4C,10S,2D,KD,QD,0,0,KH,JD,7H,4D,5C,0,0,4S,JS,AH,10H,3S,0,1,6S,8D,7S,JC,AS,0,0,6C,QS,AD,3C,2S,0,0,4H,9D,KC,QC,6D,0,0
9S,8S,3D,6C,7S,8H,1,0,JC,9D,6S,10S,JS,1,0,AS,4H,2C,QS,3C,0,0,4S,4C,9C,JD,JH,2,1,10H,QD,KC,8C,6D,0,0,7H,KD,7C,5S,AC,1,0
5D,4H,8S,10D,3D,10C,1,0,9S,JS,3C,6H,5C,0,0,2S,7D,10S,JH,7C,1,0,8C,QS,9D,QC,KD,1,0,3H,4S,QH,KH,5S,0,0,6S,2H,KS,8H,6C,1,1
AS,AH,10H,10D,8H,8C,2,1,3C,8D,7C,QS,2C,0,0,6H,9H,10S,5H,4D,0,0,JD,8S,3S,2S,7S,0,0,4H,AC,AD,5S,4C,2,0,5D,QH,2D,KC,3D,0,0
QD,8D,2C,10H,6D,3S,0,0,2H,KC,JS,QS,JH,1,1,5D,9S,KS,AS,JC,0,0,10S,AD,4C,9D,7S,0,0,10D,3D,7D,3C,6C,1,0,4S,QC,KH,10C,5H,0,0
7H,9H,8S,8H,5S,2C,1,0,3S,10D,JC,3D,JH,2,1,9D,7C,5D,6S,2D,0,0,2S,KH,AC,QS,6D,0,0,JS,AH,7S,7D,3H,1,0,AS,KS,8D,4H,4S,1,0
JC,6C,4S,KC,7D,JD,1,0,3C,2C,5C,7C,KH,0,0,9S,KD,2H,9D,8D,1,1,AH,4C,3D,AS,QS,1,0,JS,5S,4H,KS,QD,0,0,3S,4D,3H,6D,10H,1,0
5H,7H,3S,10D,6D,AD,0,0,3H,6C,8H,JD,4H,0,0,9D,5S,AS,6S,JH,0,1,10S,4S,4D,9H,QC,1,0,5C,KH,10H,QH,8S,0,0,8C,6H,QS,JS,2S,0,0
JD,AS,3H,9C,7D,4H,0,0,4S,4C,JS,3S,6D,1,0,QH,5H,8C,6S,5C,1,0,AH,10D,7S,8S,8D,1,0,5D,4D,6H,5S,AD,1,1,7H,AC,6C,9S,8H,0,0
9C,10D,9S,QD,10H,8S,2,0,6H,3S,7C,3H,7S,2,0,4S,5H,8D,KH,2S,0,0,9H,6D,9D,QC,JC,1,0,5S,KC,AS,10S,4C,0,0,8C,5C,4H,2C,AD,0,1
QC,5D,3C,10H,4S,4H,1,0,7H,6C,QD,JD,KC,0,0,4D,QH,4C,AD,6H,1,1,KD,7C,9H,6D,AS,0,0,KS,6S,10C,KH,8C,0,0,9S,8D,JH,7S,10S,0,0
3H,4C,2C,6H,9C,3C,1,0,QC,QS,8S,QD,4D,1,1,AS,JH,JD,3D,8H,1,0,2H,5S,8D,3S,JC,0,0,8C,7D,10D,KC,5H,0,0,7S,AH,9S,5D,AC,1,0
5H,10H,QH,6H,4S,4H,1,0,QS,JS,QC,6S,2C,1,1,JC,10C,KH,6D,7C,0,0,3H,8S,KS,7H,3S,1,0,2D,2H,9C,AC,3D,1,0,6C,5D,8D,2S,KD,0,0
3H,5S,AH,2S,KD,4S,0,0,6C,8H,QC,6S,QS,2,1,10D,3C,10H,AS,JC,1,0,QD,3D,9H,2D,4D,0,0,6D,AD,7H,JD,JS,1,0,2H,9D,7C,KH,KC,0,0
9H,5S,10C,3D,QD,9S,1,0,10S,3H,2H,7S,10H,1,0,7C,8D,9D,6C,QH,0,0,AH,AS,2D,6D,QC,1,0,3S,KS,8S,JD,JS,1,1,4H,KD,2S,10D,AC,0,0
3H,JC,8C,2C,5D,KS,0,0,4S,AC,JH,9D,8S,0,0,7C,10D,10H,8H,8D,2,1,7D,5H,QH,QS,6D,1,0,5S,KC,AH,QC,KD,0,0,7H,3D,JS,JD,2H,1,0
7S,2H,KS,6C,7D,KD,1,0,10C,9C,10S,6D,AC,1,1,AD,QS,KC,7H,6S,0,0,QH,4H,10D,9S,AH,0,0,5D,JS,3C,2S,2D,1,0,6H,8H,2C,AS,JH,0,0
6H,KD,2H,JS,5C,KS,0,0,KC,5H,8S,10S,2D,0,0,7C,AC,9S,AH,3C,1,0,3D,10C,JH,9C,9H,1,1,4D,3S,QH,4H,2S,1,0,8D,4S,4C,KH,9D,1,0
JS,10S,7H,5C,4C,2D,0,0,10C,3C,2H,4S,3D,1,0,AD,10D,2S,9H,8H,0,0,9D,JD,2C,QD,6H,0,0,QS,5H,JH,10H,9C,0,0,QC,KS,4H,AS,QH,1,1
3D,5S,AH,4D,4S,QS,1,0,QH,QC,QD,8S,6C,1,0,4C,10H,AS,9S,2D,0,0,4H,JH,7H,6D,7S,1,0,6S,6H,3H,KS,2C,1,0,9C,8C,9D,10S,10D,2,1
5D,7D,6S,6C,9H,8C,1,0,2D,8S,4S,7C,4C,1,0,7S,3S,5S,10D,7H,1,0,QC,JD,KC,8H,9C,0,0,9D,5C,KS,4H,JH,0,0,AS,8D,3C,KD,2C,0,1
6H,AS,4H,4C,AC,QC,2,0,5C,2D,7S,5S,10C,1,0,8C,8D,5H,3D,6D,1,1,8S,JC,AD,3H,9D,0,0,3C,9H,7D,6S,10S,0,0,5D,4S,9S,3S,JH,0,0
8C,9D,5D,7D,JS,5H,1,0,4D,3C,7C,AD,3S,1,0,9S,6H,4C,7S,7H,1,0,6S,4S,5C,4H,KD,1,0,8S,8H,6C,JC,9H,1,0,QD,QH,KH,QS,2S,1,1
3S,JC,QS,QD,3C,6C,2,0,2C,6D,QH,6S,5C,1,0,8D,7D,3D,7H,JD,1,0,8C,AS,4C,QC,5H,0,1,3H,4D,5S,10H,9C,0,0,5D,KD,10C,9S,7S,0,0
9H,AH,KS,JC,3D,6D,0,0,8C,9D,2S,QH,8D,1,1,10H,6H,9S,2C,3C,0,0,QD,AS,6S,7S,10S,0,0,JH,9C,5C,5D,KC,1,0,KD,10C,8H,6C,KH,0,0
JH,3H,8S,6S,10C,8D,1,0,2C,4S,KC,AD,QS,0,0,7D,2D,3D,9C,AH,0,0,9D,5D,6D,7C,JC,0,1,3C,AC,7H,JS,QD,0,0,2S,KS,7S,JD,QH,0,0
2C,7H,8D,2S,KS,QH,1,0,7S,2D,8C,KD,AC,0,0,JH,6C,AH,JD,4D,1,0,4S,AS,9S,7C,9C,1,1,KH,10H,3S,5D,QS,0,0,9D,10C,2H,6H,5S,0,0
9H,10C,7C,KD,5C,AS,0,0,3H,QS,2D,8S,6S,0,1,10H,8C,5S,10S,JS,1,0,5H,8H,3C,2C,7H,0,0,9D,4S,KC,8D,6H,0,0,7D,AC,JC,3D,QH,0,0
3D,10D,8S,8C,QS,2S,1,0,8H,3C,QD,7C,4S,0,0,7H,JC,JH,KC,9C,1,1,4C,2D,AD,KD,8D,0,0,10H,9S,6S,5D,KS,0,0,QC,10S,7D,AS,7S,1,0
5H,10S,3H,7H,5S,7S,2,0,AH,4D,9C,8D,9D,1,0,JS,10C,8C,JD,6C,1,0,KS,2D,10D,QH,KD,0,0,8H,7D,2H,QC,2C,1,1,9S,4S,3C,9H,AD,1,0
3C,6C,JC,9C,5H,JD,1,0,6S,8D,4D,JH,6D,1,0,AC,3D,7S,10H,5D,0,1,QD,JS,9H,2C,2H,1,0,2D,KD,QS,10C,2S,1,0,9D,10S,4H,QH,AH,0,0
QH,10H,2H,QD,JS,KS,1,0,JH,7S,5S,8C,2D,0,0,QC,KD,3C,2S,5D,0,0,6C,8S,6D,6H,2C,1,1,5H,10C,AD,AC,9D,1,0,8D,AH,9S,3D,10D,0,0
6C,4D,6H,3D,4H,9H,2,0,10C,KC,JS,3S,QS,0,0,10D,AD,KH,KS,4S,0,0,9D,7D,AH,7S,5H,1,1,AC,2H,8H,JC,10H,0,0,5D,4C,8D,9S,10S,0,0
AH,9C,6C,QD,8C,3H,0,0,JH,6S,QH,JD,6H,2,1,8H,AC,KS,2D,4D,0,0,7D,6D,KD,7H,9D,1,0,4H,4C,KC,JC,2S,1,0,3S,5D,10H,10S,5H,2,0
3S,3C,JH,3H,9D,7S,1,0,4D,10S,KH,6H,4H,1,0,5C,9H,QS,6D,AD,0,0,4S,9C,2D,6S,7C,0,0,JC,4C,6C,AH,9S,0,1,8C,AC,QD,7D,QC,1,0
3D,8H,10S,QH,JC,JD,1,0,2S,7S,2H,JH,KD,1,0,4D,6S,9C,7H,AD,0,1,8S,9S,AS,6C,8C,1,0,6D,QS,3C,9D,5S,0,0,5H,10D,7D,4S,3S,0,0
KC,JS,6C,2C,5S,JC,1,0,KH,10C,5C,AH,2S,0,0,8S,QS,10S,6H,9S,0,0,5H,KS,AS,JD,6D,0,0,AC,7C,KD,8C,3H,0,0,7D,7H,10H,2H,4C,1,1
KD,6H,7D,KC,3D,7S,1,0,3C,8S,QS,10H,AC,0,0,4S,JC,4D,QD,3H,1,1,6D,QC,8C,AS,3S,0,0,JD,10S,KS,2D,5H,0,0,2H,6C,8D,7H,JS,0,0
8S,7H,2S,6H,4D,5S,0,0,7D,10C,10D,8H,AS,1,0,7S,4H,QS,3D,JH,0,0,10H,3S,10S,3H,AH,2,1,7C,9D,AD,2D,5C,0,0,5D,4C,5H,8D,KD,1,0
6H,6C,8S,QC,10C,3H,1,1,4S,6D,6S,7D,7S,2,0,JS,10H,5S,KC,5C,1,0,4C,5D,2D,QH,4H,1,0,9S,10D,JH,2C,7C,0,0,3S,QD,8D,KD,2H,0,0
9C,6H,8D,AH,2C,5S,0,0,AS,KC,JS,QS,7S,0,0,JC,7H,9D,10H,3C,0,0,3H,7D,QH,AC,9S,0,0,KH,10D,3S,3D,5C,1,0,4C,10C,JD,JH,5H,1,1
2C,KD,8C,6H,9D,3D,0,0,9H,7S,KC,AC,KH,0,0,8D,AS,3C,5H,KS,0,0,AH,10D,4D,10C,JH,1,0,4H,9S,QD,4C,3S,1,1,7D,10H,2S,9C,7H,1,0
3S,10S,KH,4S,AD,9D,0,0,QH,3H,7C,2D,AC,0,0,7H,4H,6S,9S,JD,0,0,3D,4D,AH,8D,KC,0,0,JC,6H,6C,4C,9H,1,1,KD,5S,7D,2S,5D,1,0
KS,9C,JH,KH,10S,KC,0,0,2D,2C,AC,3D,AH,2,1,QD,2H,5S,JC,10D,0,0,4D,9H,7C,9S,4H,2,0,3H,7S,10C,8D,JS,0,0,JD,6H,QH,6C,5D,1,0
9H,8S,10S,7S,AD,5H,0,0,JS,QH,JH,2C,6C,1,0,QC,AH,8H,QD,KH,1,0,7D,7C,8C,4S,3S,1,0,2D,5S,2H,JC,JD,2,1,AC,3H,10D,10H,3D,2,0
8C,JH,4C,4H,AH,JS,2,0,10C,JD,QC,8S,2S,0,0,KS,AS,7S,6H,3D,0,1,6D,QD,8D,AD,3S,0,0,4S,5S,10S,2H,7C,0,0,10D,JC,10H,8H,KC,1,0
9D,3H,KD,4H,2D,AC,0,1,4S,AH,3C,8C,6H,0,0,10D,7D,5H,7H,8H,1,0,9S,2S,5D,9C,3D,1,0,5C,JH,KS,QD,JC,1,0,2H,10S,9H,8S,QS,0,0
6C,3D,JD,5S,KS,4S,0,0,7S,4C,AS,6H,JS,0,0,9D,AD,KH,7D,9S,1,1,AH,3C,2S,10H,2D,1,0,JC,9C,AC,10S,10D,1,0,JH,QS,7C,8C,QD,1,0
KS,8C,9C,AD,10S,JC,0,0,4C,5C,8S,9H,QS,0,0,2H,4D,8H,7D,3S,0,0,4S,KD,3H,5S,QC,0,0,2S,AC,6C,8D,6D,1,1,3D,AH,6S,7H,7S,1,0
6H,10C,KC,5C,AC,QD,0,0,9D,9C,3H,6S,3C,2,0,2D,4D,4C,7D,JH,1,1,8C,3D,JC,JD,10S,1,0,7H,QS,9S,AS,7S,1,0,8H,JS,10D,8D,KS,1,0
5D,QS,5S,4D,4S,7C,2,1,7S,KC,8C,5C,10S,0,0,7H,KS,8S,AC,6D,0,0,3C,2S,9H,9D,9S,1,0,3H,4H,3S,9C,10D,1,0,2C,8H,6S,2D,10H,1,0
KS,2D,6D,9H,KD,9S,1,0,6S,4C,8C,4D,2H,1,0,7C,8S,3D,AD,10D,0,1,JS,7S,5S,8H,JD,1,0,9C,6H,10S,5D,4S,0,0,AS,3C,2S,5H,JH,0,0
QC,KD,5C,6C,8H,3H,0,0,2H,9H,AH,QS,9C,1,0,AS,QD,3S,8C,QH,1,1,10H,7D,4H,5H,2C,0,0,6H,8S,8D,AD,5S,1,0,JC,9D,2D,KS,4S,0,0
4C,7S,KC,9C,7C,3S,1,0,5S,10H,QC,AS,6H,0,0,JD,6D,QD,8S,QS,1,0,KS,JH,5H,4H,10S,0,0,5C,4D,AD,10C,3C,0,0,7D,8H,JC,8D,2H,1,1
JD,3D,AS,AH,KS,JH,2,1,5C,KD,2D,8C,3S,0,0,10D,4D,2C,2H,2S,1,0,AD,QD,9H,5H,7S,0,0,JC,10H,7C,10S,9D,1,0,10C,8H,5D,6D,7D,0,0
AD,QC,KS,4S,8H,6H,0,0,10S,KC,AC,3S,2D,0,0,10D,3D,7H,4H,3H,1,0,QH,8D,JS,7C,5S,0,1,JH,5D,8S,2H,9H,0,0,5C,JC,10H,KH,4D,0,0
6S,8S,5D,KD,8H,2H,1,0,10S,KS,9C,2S,7H,0,0,7D,JH,3D,QC,4H,0,1,KC,5C,8C,6H,10H,0,0,9S,6D,2C,7S,9H,1,0,7C,5S,4D,4C,3S,1,0
10S,5H,8D,10D,8C,8S,2,1,3D,AS,JH,5C,QS,0,0,6S,4S,KD,7C,KH,0,0,AH,5S,2H,9S,QC,0,0,3C,JS,5D,6H,2C,0,0,8H,6D,AC,4D,3S,0,0
3D,AD,7D,AC,6D,KS,1,0,10D,6S,4S,10S,5H,1,0,4H,QH,9H,3C,5D,0,0,9S,8H,2S,6C,2H,1,0,7H,KD,AH,JC,7S,1,0,9D,4C,JH,8D,JS,1,1
KS,5D,QC,AC,6D,6H,1,0,8S,6C,KH,AS,10C,0,0,4C,AD,2S,QS,2H,1,1,9C,7H,7C,5S,5C,2,0,QH,10H,KD,3C,4D,0,0,3H,7D,JH,8D,JD,1,0
AC,9C,10H,8C,5D,JC,0,0,KH,7D,6H,2D,6C,1,1,JS,6S,QH,4S,2H,0,0,7C,5C,10D,QD,3H,0,0,3C,10S,7H,4H,9S,0,0,AH,AD,4C,JH,QC,1,0
4S,KC,5S,AS,7D,KD,0,1,AD,7S,QH,3H,2H,0,0,2D,JH,2C,KS,4D,1,0,QS,9S,5D,9C,4C,1,0,AC,3C,4H,10S,6H,0,0,QD,6D,9H,3D,QC,1,0
QC,AC,7D,QH,AS,QD,2,0,4D,KD,7H,9H,7S,1,0,5C,JD,9D,5H,5D,1,1,4C,QS,10C,10S,3H,1,0,10D,KC,2H,5S,2S,1,0,8D,JH,6C,AD,KH,0,0
5C,8S,5D,6H,8H,3S,2,0,JC,4C,5H,KH,8C,0,0,QS,10C,QC,JS,7C,1,0,3H,6D,8D,9D,2H,0,0,6S,3C,QH,2D,2S,1,0,7H,2C,AC,KS,7D,1,1
10C,6C,2D,5H,3C,8D,0,0,KS,4D,3H,AS,AC,1,0,AH,10H,7C,9C,8C,0,1,KC,10S,4H,AD,JH,0,0,6H,5C,6S,7D,2H,1,0,8S,QS,4S,3D,8H,1,0
QH,JS,2C,7C,7H,7D,1,1,8H,6H,KD,5S,9C,0,0,JH,10D,JD,4S,4D,2,0,3C,KC,4H,10S,QC,0,0,6S,QD,AS,8S,AH,1,0,7S,AD,3H,10H,9S,0,0
7H,10H,AS,7S,8D,6S,1,0,AD,10S,KH,7C,QH,0,0,AC,QD,5S,3C,KS,0,0,5C,JH,KD,7D,2H,0,0,4S,5D,QC,8C,JC,0,0,5H,6D,4C,2D,2C,1,1
KD,7D,3D,7S,10S,JS,1,0,5D,8C,7H,6C,QH,0,0,9H,10C,5H,5S,4S,1,0,2C,KS,2D,6H,4D,1,0,10H,8H,6S,9C,AH,0,1,QC,9D,QD,4C,7C,1,0
10C,10S,QD,QH,6H,7D,2,1,QS,3D,KH,10D,9D,0,0,JH,2D,AD,9C,7C,0,0,5D,AS,9S,3C,JS,0,0,6S,8D,4D,8S,2H,1,0,JD,JC,7H,AC,5S,1,0
7C,2H,2D,5H,10S,6C,1,0,KH,KS,QD,4S,JS,0,0,2C,JD,10C,6D,10D,1,1,5S,4C,AD,2S,6H,0,0,3S,4D,8H,AH,9C,0,0,7D,4H,8S,8C,7S,2,0
QH,JC,KC,QS,7S,AH,1,0,3S,9S,6C,KS,3D,1,1,KH,7H,JH,6S,10D,0,0,QD,4H,QC,5H,6D,1,0,10C,AD,2S,8C,9D,0,0,5S,8S,6H,2H,JD,0,0
5S,QS,9H,5C,6C,4D,1,1,KC,3C,AD,6D,10D,0,0,KD,3S,5D,6H,9S,0,0,2D,JD,8C,JC,5H,1,0,QD,9C,3H,2C,10H,0,0,7D,KS,JH,2S,8H,0,0
4S,KS,KC,3D,4D,AH,1,0,7C,3C,6S,7S,5D,1,0,10D,3H,8S,9C,5S,0,0,AD,AS,8H,KH,10H,1,1,2S,4C,KD,6C,4H,1,0,8C,JD,8D,7H,3S,1,0
3S,JH,5H,10S,6D,JS,1,0,QH,QS,6S,8S,KH,1,0,4H,3D,10D,5C,2S,0,0,3C,6H,QD,2D,KC,0,0,4C,AD,9D,10H,7C,0,1,10C,8H,5D,3H,2H,0,0
7C,7H,AH,5D,5S,3H,2,0,6H,8S,4H,AC,9D,0,0,QC,2S,9C,4S,KD,0,0,8C,JS,JH,6S,6D,2,1,2C,10H,5H,8H,7D,0,0,KS,3S,8D,9S,6C,0,0
4S,3C,QD,3D,6H,7C,1,0,9C,8H,9H,AH,8D,2,0,5D,7H,3H,10D,7S,1,1,3S,AD,8S,5H,JS,0,0,10C,7D,2H,QS,9D,0,0,10H,AC,KH,2S,AS,1,0
JC,AC,2C,10S,5S,2D,1,0,3D,6D,7S,4C,10H,0,1,6S,JD,5D,QH,6C,1,0,3S,4H,8S,QS,3H,1,0,9S,QC,7H,5H,8C,0,0,5C,KD,JH,6H,9C,0,0
2S,8S,9C,10H,4S,3C,0,0,AH,5H,4H,9S,9D,1,0,8D,4C,6D,5D,10C,0,0,7C,QC,7D,4D,9H,1,1,JH,KC,KD,2H,7H,0,0,AS,KS,10S,2C,3D,0,0
4H,6C,6S,2H,10C,3D,1,0,4S,KD,AC,5S,10S,0,0,KH,3H,7H,KC,10D,0,0,9H,8S,JH,JC,QH,1,0,JS,3S,2D,8H,5H,0,0,5C,5D,10H,9C,2C,1,1
JS,2D,KS,4C,3H,QH,0,1,QC,9S,9D,4D,10D,1,0,AD,7H,5D,QS,6C,0,0,6S,10S,KD,AS,AC,1,0,5H,2H,QD,10C,3S,0,0,JH,3D,10H,7S,6H,0,0
6H,10C,3S,JH,QC,KH,0,0,9D,2H,JC,8H,3H,0,0,AH,JS,6C,KC,10S,0,1,5H,QD,4C,4H,4D,1,0,3C,5C,9H,QS,AS,0,0,2C,3D,AD,8D,7C,0,0
9H,4D,2S,2H,7H,QS,1,0,3H,AS,9S,2C,4S,0,0,6C,10C,7D,5S,6D,1,0,7C,KH,7S,JH,10S,1,0,3S,8D,KD,3D,9D,1,1,5D,9C,6S,AH,QC,0,0
9H,4H,5C,8C,QS,QC,1,0,KC,3S,8S,6D,QH,0,0,AH,4S,9C,5D,AC,1,0,7C,2H,KD,2C,10C,1,1,6C,4D,8H,6H,KS,1,0,5S,5H,AD,QD,2S,1,0
6C,KC,3S,9D,JD,QS,0,0,10H,2D,7S,2C,2H,1,0,7C,5D,5C,JH,AC,1,1,JC,8H,4C,10S,AH,0,0,4D,8S,7D,8D,9C,1,0,5S,7H,6S,JS,5H,1,0
AS,2S,2D,3S,4H,8H,1,0,QH,10H,KC,AC,9C,0,0,6S,QS,4S,5S,9H,0,0,KD,10D,4D,9S,5H,0,0,JD,2H,8D,10S,8S,1,1,6D,AD,7D,7C,10C,1,0
