Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
QS,4H,AC,3C,3S,AS,2,0,10C,3D,AD,4S,6C,0,0,JS,9C,8S,4C,JC,1,1,QH,4D,KC,10D,KS,0,0,9D,3H,5H,KH,JD,0,0,5C,QD,QC,8C,2S,1,0
5H,6S,JS,10D,AD,10H,1,0,KH,4C,KC,JD,8S,0,0,8D,9S,QD,7C,3H,0,0,9C,9D,JH,8H,QH,1,1,10C,QS,8C,7D,3S,0,0,7S,2S,4D,AC,5C,0,0
5D,JS,AS,7C,8H,7S,1,1,KS,JH,8C,3C,6S,0,0,JD,QS,8S,10D,KC,0,0,10S,KD,KH,9H,10H,1,0,AC,10C,5C,8D,9C,0,0,4D,4C,2S,7D,QC,1,0
JS,8H,8D,AD,7H,9H,1,0,3S,QD,6S,7S,8C,0,0,9C,7C,5D,9D,KD,1,0,JC,4D,JH,3C,7D,1,0,5H,8S,3D,AH,5S,1,0,10S,2C,AS,KS,10D,1,1
10H,9S,6S,JS,3C,JC,1,1,9H,AH,4C,QS,6D,0,0,QD,7D,5S,QC,JD,1,0,6C,4H,5C,9D,KC,0,0,7C,10S,KH,AC,3D,0,0,2S,2D,2H,AD,2C,2,0
9D,2H,5H,KS,10C,9S,1,0,8D,7H,6D,10H,4D,0,1,5S,AD,8S,8H,7C,1,0,10D,KC,2S,8C,3S,0,0,KH,AS,5D,AC,JC,1,0,KD,5C,7D,QS,6H,0,0
2S,5D,QH,8H,8S,4D,1,0,9D,7S,2H,4S,6H,0,0,JC,9C,8D,10S,2D,0,0,3D,KC,KH,6D,AS,0,0,AC,2C,JH,3H,7H,0,0,10D,7D,KS,JD,5H,0,1
JS,10C,2H,7D,5D,4S,0,0,7S,3H,7H,10D,10H,2,0,QS,3D,AS,JH,8H,0,0,2S,KD,6C,9C,8D,0,1,JC,JD,5H,AD,7C,1,0,KC,KH,KS,8S,6H,0,0
5S,7S,4H,JH,7H,AC,1,0,9C,3S,8D,QH,5D,0,0,KD,7C,7D,10S,10D,2,0,QS,AD,KC,AH,AS,1,0,2D,5C,3C,6S,2H,1,1,KH,6H,6C,QC,8S,1,0
8H,10D,7D,5S,10H,2S,1,0,5C,8C,4D,JS,8S,1,1,8D,4S,10C,JD,9H,0,0,4C,7H,6C,KS,AS,0,0,2D,AD,2H,QD,AC,2,0,2C,3D,QH,QS,JC,1,0
3D,5H,2H,QH,7C,5D,1,0,5C,2S,5S,10S,JC,1,1,JH,9S,6H,KS,KH,0,0,10H,AC,3S,2D,3C,1,0,KC,10C,AS,QD,7S,0,0,QS,9H,8C,KD,AH,0,0
7D,9S,4H,4C,JC,10C,1,1,3D,5S,QS,8H,QH,1,0,4D,6S,10H,10S,JD,1,0,6H,8D,9D,9C,JS,1,0,2D,2S,QD,JH,8C,1,0,10D,KS,5H,7H,3H,0,0
4D,8H,KD,6D,10H,AD,0,0,9D,QS,AS,5H,QC,1,0,10C,JH,JS,7S,8C,1,1,3D,6C,5C,6H,2H,1,0,QH,5S,3H,2C,KS,0,0,5D,4C,7H,2S,8S,0,0
2S,KD,AH,4S,AS,4D,2,1,8C,2C,3H,QD,KC,0,0,5H,5S,2H,7H,8S,1,0,9C,8H,KH,QC,7S,0,0,10D,10H,10C,3C,9D,1,0,2D,6C,6S,JC,3S,1,0
4C,8H,7H,8S,5C,8C,1,0,3H,9H,10H,9C,JC,1,0,2D,10D,9S,2C,KC,1,0,KD,9D,QH,6S,6D,1,0,3D,QS,JH,AC,2H,0,1,8D,7S,3S,KH,10C,0,0
6C,KH,8S,JS,KC,KD,0,0,5D,2S,5H,JD,6D,1,1,2D,JH,10S,3S,2C,1,0,9C,QC,6S,4H,10D,0,0,KS,8D,4S,3H,9H,0,0,4D,5C,9S,7C,AH,0,0
10S,KS,5D,7C,JS,KD,0,0,9C,3C,3S,5S,8C,1,0,6S,KC,5H,4C,4S,1,0,10H,6D,8D,10D,2C,1,0,QC,QD,QH,8H,9D,1,1,4H,10C,9S,3D,6C,0,0
2D,QD,7D,3C,8S,QH,1,0,8C,2H,KS,AS,6D,0,0,9D,AD,5C,8D,8H,1,0,JS,10D,10H,KC,2C,1,0,JD,JC,5S,7S,7H,2,1,9H,5D,9S,KH,9C,1,0
7C,3H,9H,QC,4H,3C,1,0,KD,KC,6D,3S,10H,0,0,10D,4S,KS,6S,9D,0,0,QD,JC,7D,4D,8H,0,1,7S,5S,7H,2C,5D,2,0,AD,JH,QS,8S,5C,0,0
3S,2S,AS,KD,2D,QH,1,0,5H,10C,QS,3H,7C,0,0,9C,7S,9D,9H,10D,1,1,6S,4C,5D,8H,8S,1,0,6C,8D,10H,QD,7H,0,0,QC,KS,KH,2C,KC,0,0
KS,7C,AS,3C,6S,8H,0,0,2D,9S,9H,2C,10D,2,0,KH,8C,4C,9C,KD,0,0,4S,QC,4H,2H,6C,1,1,10C,3H,QS,10S,AC,1,0,7H,5S,AH,8D,5D,1,0
2S,10H,10S,AC,QH,9H,1,1,6C,6S,4C,9C,7D,1,0,JH,AH,5C,8C,6H,0,0,4H,7H,5D,5H,QC,1,0,KH,9S,QS,KS,3S,0,0,KC,3H,QD,6D,JS,0,0
10H,3S,9S,2C,4S,2H,1,0,3C,3H,AS,7H,JS,1,0,8C,AH,QC,JH,8H,1,1,AD,6D,6H,QD,9C,1,0,8D,5C,9H,4H,5S,1,0,JC,5H,8S,KH,10S,0,0
6C,4C,2D,9D,3D,2H,1,1,AS,JC,5D,2S,AH,1,0,3C,KH,8C,QH,3H,1,0,9S,9H,5S,7D,7H,2,0,9C,10H,4H,4D,QS,1,0,6H,7S,KC,5C,10S,0,0
5D,3D,3C,QH,JS,4H,1,0,4S,AD,10S,QD,7C,0,1,8S,5S,JD,AH,6D,0,0,2D,6S,9S,8H,10D,0,0,2C,AS,4C,KC,7S,0,0,9C,8D,8C,6C,7H,1,0
6H,2S,2H,6C,KC,10S,2,0,5C,8S,KS,8H,QS,1,0,AD,4H,QD,2D,5D,0,0,JC,AH,QC,7S,4S,0,1,5H,8D,KD,JS,5S,1,0,4C,AS,4D,JD,3S,1,0
10D,9D,8H,7D,7S,KC,1,0,4H,3C,JD,8S,AD,0,0,QC,6D,2S,AS,QH,1,0,JC,10C,2C,4D,5C,0,1,KD,JS,10H,4S,QS,0,0,8D,6H,KS,5D,AC,0,0
JC,9H,9D,7C,5S,JS,2,0,6D,9S,2H,AD,KD,0,1,AS,QS,3S,KS,9C,0,0,8D,4H,AC,QC,7S,0,0,10D,3D,2S,JD,7D,0,0,6H,3C,10C,5C,KC,0,0
2D,3H,4S,QS,7H,2H,1,0,8C,QC,7S,4H,KH,0,0,AH,AS,8H,7C,4D,1,0,KD,2S,6C,8D,KC,0,0,8S,JS,6D,5D,4C,0,0,10C,9D,5S,10H,2C,1,1
7H,3D,4C,7C,KD,5S,1,0,3H,9H,AD,8C,6D,0,1,6C,2D,5D,9C,5C,1,0,QS,JS,10S,8D,2S,0,0,KC,JC,3S,7S,3C,1,0,9D,JH,10D,8H,8S,1,0
2H,9C,9H,7S,6S,KD,1,0,AC,8H,AS,4H,QC,1,0,JS,AD,5D,2S,10H,0,1,5H,QH,7C,JH,KC,0,0,2C,4S,10D,6D,10S,1,0,6H,KH,JC,3H,3D,1,0
KC,4D,3H,10D,9D,2D,0,0,JH,4C,5H,4H,8D,1,0,10S,QC,2S,2H,6H,1,0,5S,KH,7D,8H,9H,0,1,9S,KD,6D,JD,7S,0,0,AC,6C,8C,2C,7C,0,0
4C,QH,JH,JS,9S,2D,1,0,JC,2C,8C,9H,7H,0,1,10C,3H,KD,7C,6C,0,0,4S,QS,10H,4H,2H,1,0,5D,QC,8S,3D,3C,1,0,KH,6H,6S,QD,10S,1,0
10C,5S,9S,6C,AD,QH,0,0,3C,6H,4S,4H,9H,1,0,3S,10S,2H,QC,7C,0,1,6D,5C,10D,JC,6S,1,0,3D,5H,9C,5D,AS,1,0,10H,KC,2D,7D,JH,0,0
QC,6H,9H,KH,AH,8D,0,0,4H,5S,KC,QS,AD,0,0,3S,6S,10D,7S,6C,1,1,5C,3D,8C,10H,7H,0,0,7C,QH,2D,JD,2H,1,0,2C,KD,4C,10C,4D,1,0
3D,AC,10H,3H,QS,9D,1,0,2H,8D,6C,2S,10C,1,0,3C,JC,QD,KD,2C,0,0,QH,QC,9S,8S,JD,1,0,JH,KH,6S,AH,7C,0,0,AD,9H,4D,7D,KC,0,1
3H,9C,4C,2C,QH,5C,0,0,AC,4H,6D,7C,3C,0,1,KC,8D,9S,8S,JH,1,0,5H,QC,3S,KH,7H,0,0,10D,4D,10S,7S,5D,1,0,5S,9H,KD,9D,AS,1,0
5D,2H,10D,AD,5S,QC,1,0,8S,4H,9S,3C,3H,1,1,8H,8D,KH,9C,6C,1,0,JD,AH,8C,4S,JC,1,0,KS,7C,4C,KC,4D,1,0,10C,6H,3D,2D,QH,0,0
KS,9C,5S,7C,QH,10H,0,0,AS,8H,6C,4S,JC,0,0,10C,7H,3H,JH,AD,0,0,2D,4H,KC,QS,6S,0,1,AH,KD,9D,5D,9H,1,0,7D,3D,QD,KH,8D,0,0
QD,9S,AS,10H,7C,6H,0,0,JC,4D,QC,5C,3D,0,0,5S,6C,6S,3C,QS,1,0,6D,8C,8H,JD,AD,1,0,8D,9H,AC,8S,10S,1,0,10C,10D,2S,9D,2C,2,1
JH,2C,10C,7D,AC,8H,0,0,7C,5H,QD,AD,9D,0,0,4D,4C,9C,8D,5D,1,0,7H,KD,KS,AH,4H,0,1,KH,6S,9H,9S,10D,1,0,6H,5S,7S,10S,8S,0,0
4D,3D,2C,9C,KS,7H,0,0,KD,9H,7D,KC,7S,1,0,2S,QS,10S,JC,QH,1,1,5S,6S,5H,KH,6D,2,0,AH,QD,JD,10C,5C,0,0,6C,3C,10D,8C,10H,1,0
9H,QS,10D,4H,7S,8C,0,1,10C,KD,5D,2H,8S,0,0,3S,JS,QD,KS,AD,0,0,8H,QH,KH,7D,KC,0,0,QC,6S,9D,4D,5C,0,0,10S,JD,6C,2S,9S,0,0
5D,AH,KD,QH,4C,6S,0,0,2S,QC,QD,7H,3D,1,0,9H,JH,KS,5S,JC,1,0,7D,9S,8C,4H,2C,0,0,KC,10S,KH,7S,8D,0,1,2H,9D,10C,8H,6D,0,0
10C,8H,QS,10D,4S,9H,1,0,10H,KD,6H,JH,9S,0,0,6C,7C,3D,2H,8D,0,0,QC,3C,QH,4C,9C,1,1,4D,5C,2C,2D,AC,1,0,KH,7D,5H,AH,10S,0,0
JD,10C,KC,4H,10D,4D,2,0,3S,AS,KS,7S,6H,0,1,JH,5S,8H,7C,JS,1,0,5C,2H,9H,QC,9S,1,0,3H,JC,QH,8C,4C,0,0,2C,10H,9D,4S,10S,1,0
8S,KC,7C,9S,10D,7S,1,1,9C,3C,10H,JC,9D,1,0,4H,KD,AH,KS,2S,0,0,10S,6H,QS,5S,KH,0,0,AC,AD,10C,8D,3D,1,0,2C,9H,QD,3H,4C,0,0
QD,QH,5S,JS,JH,4H,2,1,9D,6C,KH,KC,5H,0,0,AC,9C,5C,JC,7C,0,0,QS,10D,8H,7H,6H,0,0,3H,2C,3C,10C,6D,1,0,JD,7S,3S,9S,5D,0,0
10H,6C,QC,AS,QS,9S,1,0,3D,2H,7H,9C,JS,0,1,2S,2C,9D,AD,10S,1,0,7C,7S,10D,8S,9H,1,0,QD,JD,3S,5C,3H,1,0,8C,8H,10C,4S,5D,1,0
AH,AS,JS,4H,QC,5S,1,0,9H,KD,QD,8S,3S,0,0,4C,2D,QH,8H,4D,1,1,AC,6H,4S,10S,AD,1,0,10C,7D,QS,9S,2C,0,0,5D,3D,JD,7C,6D,0,0
KD,AD,6H,8D,3H,7H,0,0,2H,6D,KC,4C,5C,0,0,QH,7C,5S,4H,QC,1,0,10H,2C,JH,9D,10C,1,0,9C,3D,6S,10D,2D,0,0,9H,5H,10S,AH,JD,0,1
QS,5C,7H,JS,3C,10C,0,0,10D,4C,9C,8H,AS,0,1,6D,6H,9D,KH,3H,1,0,9H,4S,QD,KS,8S,0,0,5D,3S,3D,AC,JC,1,0,2S,8C,10H,AH,KD,0,0
9D,2S,KS,6S,8H,QS,0,0,3H,2H,4C,10H,7S,0,0,6D,10S,JS,5S,4S,0,0,7D,JC,AH,7C,KC,1,1,KH,6C,8S,3D,8C,1,0,5H,9S,AS,JH,AD,1,0
7S,KH,AC,2S,5S,4H,0,0,10S,2C,8C,5C,6D,0,0,6H,2H,9C,3H,10H,0,0,8D,5H,4C,QS,JD,0,0,8H,3S,10D,9D,KS,0,1,KD,7H,JH,6C,3C,0,0
2S,6S,QS,8S,6C,4H,1,0,9D,KD,3S,KC,10C,0,0,2C,6D,AC,3D,JC,0,0,7C,QD,6H,3C,AD,0,1,7H,10S,9C,QH,9S,1,0,3H,JD,JS,10H,2H,1,0
4H,2H,2S,8C,6S,3H,1,1,3D,KH,JH,3S,QC,1,0,10H,7C,9H,6D,JC,0,0,QD,4D,5D,AS,5S,1,0,AH,QS,2C,JS,4C,0,0,6H,3C,5C,7H,9S,0,0
JD,10S,9H,3S,2H,AH,0,1,10H,6H,AS,8S,KH,0,0,9C,7C,KC,2D,AC,0,0,8H,KS,6D,3C,AD,0,0,5H,4D,6C,KD,4C,1,0,9S,5S,6S,JC,10D,0,0
3D,10D,8S,6S,AC,QS,0,0,8C,6C,9C,JD,AS,0,0,3S,JH,7S,9H,10S,0,0,KS,8D,QD,JS,4D,0,0,KC,9S,5C,7C,KD,0,1,7D,10C,AD,5S,2C,0,0
6C,8C,KD,7C,JC,5D,0,1,10S,9D,QD,JH,7D,0,0,3C,KC,5C,2S,2D,1,0,4C,10H,7H,8H,2H,0,0,8D,4S,JD,6H,4D,1,0,AC,9C,AS,2C,QS,1,0
6H,3S,AH,5H,8C,9C,0,0,4S,10S,AD,5D,QS,0,1,6S,7H,4H,KD,8S,0,0,4C,9S,9D,8H,7S,1,0,AC,2D,AS,JC,6C,1,0,KH,7D,8D,QC,KS,0,0
9S,5C,8H,4D,7S,JS,0,0,JD,9D,JC,8S,5S,1,0,6D,4H,7C,2H,5H,0,1,10D,3C,6S,4S,10C,1,0,QH,2S,QS,AC,7H,1,0,7D,6H,2C,AH,AD,1,0
3D,10C,AC,6C,9C,5S,0,0,QC,KD,JH,4C,4S,1,0,2D,8S,2C,8H,AD,2,1,7S,8C,6H,4D,9H,0,0,10H,KC,2H,7C,2S,1,0,6D,6S,KS,5D,JC,1,0
3S,AS,9C,JC,7S,6S,0,0,5C,KH,AD,KS,JD,0,0,4S,2C,AH,QD,10C,0,0,2D,5S,5D,KC,7C,1,0,7D,6C,9H,2S,QH,0,0,8D,JH,3C,3H,KD,1,1
5S,7D,7H,JC,4H,9D,1,1,4D,KD,2H,4C,9S,1,0,6S,5D,2D,JH,6C,1,0,3H,7C,5H,8C,4S,0,0,JS,KH,QC,2C,10C,0,0,6D,QH,7S,3D,QS,1,0
QS,7C,9H,2H,2S,5D,1,0,3S,9C,QH,8C,QC,1,0,4S,JS,JC,2D,9D,1,0,5H,6H,3C,6S,5C,2,0,JH,10S,AC,AH,AD,1,1,5S,KH,8D,9S,4C,0,0
4H,6C,10S,2H,AC,JC,0,0,JD,9C,8C,6D,3H,0,0,7H,8H,2S,4C,7C,1,1,7S,2C,10C,6S,6H,1,0,QH,QS,5H,KC,4S,1,0,9S,8D,2D,JS,3C,0,0
7D,10S,8D,5D,4S,2S,0,0,6C,QH,6H,QS,2C,2,1,9D,8S,JH,9H,AH,1,0,8H,3D,4C,5H,10H,0,0,7S,3H,QD,7H,7C,1,0,10D,AC,KH,4D,5S,0,0
10S,AD,JS,5S,8D,KH,0,0,10D,8S,AS,3H,QC,0,0,JH,4C,5H,6D,5C,1,0,4D,AH,AC,6S,4S,2,1,9S,7C,2H,8C,KC,0,0,2D,9H,8H,QH,3S,0,0
4H,7H,KS,6C,AC,AH,1,0,6S,2S,5D,10S,4D,0,0,KC,3D,AD,QD,KH,0,1,10H,10D,QH,QC,JD,2,0,10C,5S,9H,AS,8S,0,0,8D,KD,QS,9C,6D,0,0
QC,4S,JD,AS,5D,3C,0,0,QD,QH,10S,5C,3D,1,0,JH,2C,KC,7C,2S,1,0,9D,7D,10H,4C,8C,0,1,4D,6D,8S,10D,6C,1,0,4H,3S,7S,10C,9S,0,0
4H,4C,7S,5S,9S,2S,1,0,8C,5H,KC,JS,6D,0,0,7D,4S,6H,QC,JC,0,0,4D,9H,3C,9D,3D,2,0,QS,10D,KD,KH,2H,0,1,10S,5C,10C,8D,7C,1,0
5H,AH,KH,AC,8H,4S,1,0,6C,10D,5S,KS,JD,0,0,QS,8D,3D,KD,9H,0,0,10C,JS,7H,4D,2C,0,0,4H,8S,5D,2H,6D,0,1,9C,5C,JH,7C,6H,0,0
7H,KC,5C,8H,QC,4C,0,0,2C,4H,5D,7S,2D,1,0,KS,JD,10H,AC,QD,0,0,8D,JS,6S,2S,10C,0,1,QH,9C,9H,AS,6C,1,0,KD,5S,4D,QS,JH,0,0
10D,JS,AD,KC,7H,2C,0,0,6H,4H,5C,3H,2D,0,0,AC,7S,9H,6S,5H,0,0,10S,3D,8C,8H,3C,2,1,9D,2S,JH,6D,KD,0,0,9S,4C,10C,QC,QS,1,0
QS,AD,10S,5S,9S,2H,0,0,3D,9D,8H,2D,7S,0,1,4H,5H,5D,9H,7C,1,0,2S,2C,AS,8C,3S,1,0,KD,10C,5C,6D,3C,0,0,6H,KS,JS,10D,QH,0,0
4C,JH,10S,3C,3H,6H,1,0,9D,8D,KS,2D,9H,1,1,AD,2S,5D,AH,JD,1,0,4D,6S,10H,2C,8C,0,0,7H,4S,5C,QD,9C,0,0,QH,KC,4H,9S,6D,0,0
QD,KS,2H,8D,JH,2D,1,0,7D,5D,9H,QS,4S,0,0,QC,5S,10C,9C,9S,1,0,AC,AS,10S,3S,4C,1,1,JC,KH,QH,7S,6D,0,0,4D,6C,AD,7H,2S,0,0
KS,KH,AD,8S,QS,3C,0,0,KC,JH,JS,2C,4S,1,0,QH,5D,KD,AC,9C,0,0,4C,6D,8H,10H,AH,0,0,4H,AS,7H,10C,9H,0,1,8D,2S,2H,JD,QC,1,0
8D,10D,AH,5H,KD,9S,0,0,7H,JD,6S,2D,7C,1,0,10C,KH,6C,AS,QD,0,0,JH,6D,6H,KC,8S,1,0,KS,2S,7S,2H,7D,2,0,9D,10S,5D,AD,2C,0,1
5H,9D,4S,10H,JH,7D,0,0,10C,3C,7H,JC,9H,0,0,AH,8H,AS,2H,6H,1,0,8S,5C,QD,2S,KS,0,0,3S,9C,10S,8C,QC,0,1,3H,4D,6C,7C,KD,0,0
5H,8C,KD,9C,KC,AH,0,1,2D,JC,4C,2H,QD,1,0,2C,4H,5C,KS,AS,0,0,7D,4D,5D,AC,10C,0,0,QH,3H,10H,7H,7C,1,0,9H,5S,8H,QS,9D,1,0
10D,2C,6S,AC,2D,QD,1,1,6D,KD,5D,5H,AH,1,0,JC,8C,4S,10C,9D,0,0,QC,KS,JH,9S,8S,0,0,AS,10H,AD,2H,8D,1,0,KC,7H,JS,9C,7C,1,0
4H,QS,KS,4C,10D,5C,1,0,9C,AC,6H,7C,10H,0,1,8D,AD,7D,9S,QC,0,0,8C,8S,5D,7S,JC,1,0,4D,JH,6S,5H,QD,0,0,9H,3C,9D,3H,5S,2,0
7S,KC,JD,QC,2H,5D,0,0,10C,AH,10H,8H,4D,1,0,KD,KS,4H,9H,3D,0,0,8D,7H,8C,JC,3H,1,1,JS,8S,AS,6D,KH,0,0,9C,3S,7C,2D,10D,0,0
9D,KC,5H,4C,JS,AH,0,0,KH,10S,4S,7D,AS,0,0,2C,10D,7C,3S,6C,0,1,3H,3C,10H,5S,KS,1,0,9C,QS,4D,3D,6D,0,0,QD,8S,7S,2S,JC,0,0
AS,KC,JH,2C,4S,3S,0,1,KS,JS,9S,8H,10H,0,0,AD,2D,QS,6D,6C,1,0,7H,10D,3D,4D,KD,0,0,7S,6H,JC,4C,4H,1,0,QC,10S,5S,AH,2H,0,0
3D,QS,4D,10H,AD,AC,1,0,KD,5D,KC,8H,10C,0,1,KS,4H,6S,9D,KH,0,0,JH,3C,7C,2S,9C,0,0,9S,AH,3S,10D,8S,0,0,7D,3H,QD,JD,4C,0,0
10C,7S,JS,7C,10H,QS,2,0,8D,KH,QD,KD,8C,1,0,4S,QC,6D,7D,KC,0,0,5H,AD,10D,9D,8H,0,0,6C,9H,2C,6S,7H,1,1,4H,3H,5D,KS,6H,0,0
3C,10S,3D,10C,8D,10D,2,1,KH,5C,2C,JC,QH,0,0,6S,QC,4H,AD,10H,0,0,7C,JS,7D,QD,9S,1,0,4C,2D,4S,KS,8C,1,0,3S,KC,8S,AS,8H,1,0
2H,10H,AC,3C,9S,QS,0,0,3D,8C,6S,10D,KS,0,0,9C,5H,7D,5C,KH,1,0,JS,KC,QC,JH,3H,1,0,4D,JD,QD,4C,2S,1,0,AD,7C,QH,AH,4H,1,1
9D,9H,4C,9S,5C,JH,1,0,6C,QH,AH,7D,QS,1,1,QC,5H,AC,7S,6D,0,0,7H,4H,KD,9C,3C,0,0,AS,JC,3H,7C,8D,0,0,4S,8C,QD,6S,4D,1,0
10C,4H,7C,7D,6C,2C,1,0,AD,AS,6H,7H,JC,1,0,9S,10H,8H,8C,KH,1,0,QD,3D,10D,KD,QS,1,0,6S,QC,QH,JS,2D,1,1,AH,KC,9C,4C,5D,0,0
3H,JC,2C,2H,2D,6D,1,1,JD,10S,3S,9D,7C,0,0,2S,4H,4S,5C,QH,1,0,9H,8S,JH,7H,7S,1,0,QC,AH,10C,10H,5D,1,0,9C,4C,QS,5H,8H,0,0
JD,8S,8D,4H,3D,3H,2,0,6D,AD,5D,7S,QD,0,0,9D,4D,6C,4S,7C,1,0,5S,4C,3S,10C,AC,0,0,10H,QS,8C,JH,2H,0,0,9C,3C,KC,7H,KS,0,1
5H,6D,KD,JS,2C,8H,0,1,10D,7S,QS,AS,3H,0,0,4D,7H,QD,5D,9C,0,0,8D,2S,9H,3D,KS,0,0,9S,4C,10S,KH,4S,1,0,5S,3S,QC,QH,10C,1,0
AD,JC,5H,10H,8C,8D,1,0,JH,10C,7C,6S,3C,0,1,9S,7H,3H,4D,AH,0,0,2S,5S,3S,4C,KS,0,0,4H,9C,3D,AC,7S,0,0,9H,KH,5D,6H,AS,0,0
7H,8H,8D,QD,3C,7D,2,0,8S,9D,3H,9C,KS,1,0,2C,4C,6H,6D,5C,1,0,4S,2S,AD,10D,QH,0,1,5S,KC,6S,QS,8C,0,0,2D,3D,4D,3S,JC,1,0
KC,QS,JS,7S,7H,9H,1,0,KS,8S,4H,4C,3H,1,0,3S,QC,QH,10S,4D,1,0,KH,7D,10C,5S,AS,0,1,6S,9S,8D,2H,AD,0,0,8H,8C,JC,2C,7C,1,0
9H,KC,8D,KS,2C,7C,0,0,KD,JD,6D,7H,10C,0,0,5D,2D,AH,3H,JS,0,0,4H,6H,4D,QH,3D,1,1,5S,10D,AS,5H,2S,1,0,QC,9D,7S,6C,5C,0,0
KD,JH,AS,6D,AH,7H,1,0,9D,7D,6C,8S,9C,1,0,2C,10H,9S,3H,5H,0,0,JC,JD,4H,3D,4S,2,1,5C,2D,KC,4D,5D,1,0,4C,KH,7S,6H,10D,0,0
AC,JD,AH,2H,6C,9H,1,0,9D,4D,3C,QH,KD,0,0,3D,10D,5D,4S,8H,0,0,8C,9C,7S,JC,QD,0,0,KC,10S,5H,5C,AD,1,1,6S,5S,KS,10H,4H,0,0
2D,2S,7H,JH,9S,7S,2,0,4D,2H,4S,QH,AH,1,0,QD,9H,10H,AD,JD,0,0,3C,8C,5H,QS,6C,0,0,QC,2C,6H,4C,8H,0,0,KH,10C,7C,9C,KS,0,1
2H,AH,KC,AD,JS,3D,1,0,10S,KH,JD,2S,9H,0,0,9C,JC,10D,8S,4D,0,0,2C,10C,JH,QS,KD,0,0,6D,7D,AS,KS,4C,0,1,6C,9D,8H,9S,5S,1,0
10C,4H,4D,3C,6D,7C,1,0,KH,KD,AS,2C,JD,0,0,10D,JC,9S,3S,7D,0,1,AH,4C,10S,QH,2H,0,0,5C,6S,5S,9D,KC,1,0,8H,QC,QS,10H,JH,1,0
QD,2D,QS,KC,KH,6H,1,0,5C,5D,9H,7H,JC,1,0,AH,4H,AC,QH,7C,1,0,AD,JH,3H,6S,3D,1,0,8C,QC,2C,5H,9S,0,0,4C,JD,8H,10C,3S,0,1
4C,8H,3C,AH,2S,7H,0,0,10S,AS,KS,9D,JH,0,0,JC,KC,AC,2C,10C,0,0,KH,9C,KD,QC,2H,0,1,4H,3S,AD,5C,7D,0,0,8S,4S,2D,JD,5D,0,0
KD,2D,KC,QD,JH,6C,0,0,5D,8H,2C,10D,4S,0,0,3C,JD,8C,3S,5C,1,0,AC,7S,6D,10S,4H,0,0,KS,QC,7H,QH,9S,1,1,KH,AS,7D,8S,3D,0,0
10D,7C,JS,6H,3S,2H,0,0,2S,AD,JD,AS,5C,1,0,6S,5S,KH,4H,2C,0,0,5D,10H,4D,AC,KC,0,0,7D,5H,9C,7H,3H,1,0,8H,7S,4C,JC,10C,0,1
10S,KD,3D,7S,QH,4C,0,1,9C,5S,5H,AH,KH,1,0,KC,9H,2C,7D,6C,0,0,JH,5C,2D,6H,8S,0,0,JC,2S,JD,3C,4D,1,0,QD,AC,QC,4S,6S,1,0
KH,8S,8H,7S,2D,2C,2,0,4C,5C,2H,KD,7D,0,1,4H,9S,JS,3S,10S,0,0,10H,5D,6D,3H,7H,0,0,QS,7C,KS,KC,JC,0,0,4D,9D,6H,5H,3D,0,0
5D,JS,9D,6H,KD,QC,0,1,8S,3H,8D,JD,4D,1,0,7S,2S,JC,6D,5S,0,0,AD,3D,9H,6S,8H,0,0,10H,AH,10S,4C,2H,1,0,7C,KC,KS,AC,5H,0,0
2C,10H,4C,7S,3C,JC,0,1,AH,9S,5C,QC,2D,0,0,QS,KC,AC,5S,5D,1,0,KS,3H,2H,8C,2S,1,0,8D,3D,6S,9C,7D,0,0,QH,8H,9D,AD,JH,0,0
8D,3C,7H,5C,3S,7D,2,0,6S,10H,AS,JH,5D,0,1,6C,JS,AH,8C,7S,0,0,8S,2S,2C,9D,10S,1,0,10D,10C,QD,5H,JC,1,0,6D,2H,4S,9S,4C,1,0
6S,AS,5H,2C,AD,6D,2,0,10D,9S,2D,2H,9H,2,0,JD,10S,3S,6C,7C,0,1,KD,QH,3H,10H,7S,0,0,QD,8C,4H,7H,9D,0,0,6H,KS,5D,3D,AC,0,0
QD,5C,5D,KS,7S,AS,1,0,AC,JH,4C,7D,QS,0,0,9H,JS,QC,3D,9C,1,0,2D,6C,JD,KD,2S,1,0,9S,4H,AD,KC,10H,0,0,KH,JC,6D,3S,5S,0,1
JD,7C,10C,5S,AH,6D,0,0,4C,3H,3C,4S,JH,2,1,JS,KH,8S,JC,5H,1,0,QH,QD,7S,3S,KC,1,0,5C,5D,8D,8H,QS,2,0,7D,9D,6C,KS,6H,1,0
9D,9S,8D,3D,4H,6D,1,0,AS,10C,KC,AD,KS,1,1,10S,7S,4D,7C,5S,1,0,JS,KH,QC,3C,6S,0,0,JC,QH,10H,QS,10D,2,0,9H,2H,5H,7H,4C,0,0
10S,KH,5D,JH,9C,5S,1,0,2C,10H,AH,8D,3D,0,0,8S,4D,KS,3S,2H,0,1,4C,QH,8H,3C,6D,0,0,JD,3H,QD,6S,7H,0,0,9S,6H,4S,AD,4H,1,0
