Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
2H,JC,4D,5C,8S,6D,0,0,10H,3S,QH,JD,2D,0,0,7S,QD,2S,9S,4H,0,0,7C,3C,2C,5D,6S,0,0,QS,AD,10C,KH,AH,1,1,8C,AS,KD,4S,8D,1,0
4S,QC,6S,8H,AC,7D,0,1,4C,6C,2D,5H,8D,0,0,KS,3C,5S,2C,10C,0,0,10S,3D,9H,6H,JH,0,0,2H,3H,AD,2S,5C,1,0,4H,JS,AH,QH,3S,0,0
7H,6S,QC,JS,9D,6C,1,0,10C,5S,2S,10D,9S,1,0,4D,10S,2H,KS,4S,1,0,JD,JH,3D,KC,AS,1,0,7C,9C,QD,4C,4H,1,1,KH,7S,5H,5D,8D,1,0
6S,7D,2D,4H,5C,JC,0,0,9S,2H,QC,7C,10D,0,0,9H,10S,AH,3C,8C,0,0,2C,10H,QH,KD,KH,0,0,6D,JH,3H,8H,10C,0,1,JS,5S,AC,3D,8S,0,0
6C,2C,7D,3D,9C,7H,1,0,JC,10H,2H,KS,2S,1,0,AS,8D,KH,3S,KC,0,0,3C,AH,AD,4D,9S,1,1,4H,3H,6H,10C,8C,0,0,10S,9D,JH,10D,JD,2,0
8H,3S,4C,9H,AS,10H,0,0,7D,3H,9S,9D,2H,1,0,2S,3C,AD,6S,6D,1,0,10S,4D,QC,AC,JH,0,0,3D,KC,QH,JS,5D,0,1,8S,2D,5C,KD,6C,0,0
2C,2D,AS,KC,2H,5H,1,0,6S,JC,QD,10H,JS,1,0,QH,7C,6D,3C,6H,1,0,9C,3H,8C,QC,8S,1,0,KD,AD,2S,4C,10C,0,0,10S,7H,3S,4S,5D,0,1
7C,5C,2S,8H,2C,9C,1,0,6H,QC,AH,7H,9D,0,0,4D,QD,7S,8D,JC,0,0,10S,7D,10H,QS,KS,1,1,3C,JH,2D,KD,9H,0,0,3D,5H,9S,2H,3H,1,0
2D,7H,KC,AH,3S,KD,0,0,KH,4D,8D,JH,6S,0,0,6C,JD,QD,9C,4S,0,0,10S,10D,JC,7D,9H,1,0,4H,6H,4C,5D,2H,1,1,JS,QC,5C,8S,QS,1,0
2C,AD,2S,9H,4S,7H,1,0,JD,QS,5S,10H,2H,0,0,QH,5H,3D,6H,4D,0,1,7C,8H,QC,4C,AH,0,0,2D,6C,JC,9D,7D,0,0,8C,AS,JH,10C,KS,0,0
7S,10S,JH,2C,KD,8H,0,0,JD,QD,5D,8D,6S,0,0,QH,7C,AC,9H,JS,0,0,QC,9S,QS,KC,JC,1,0,9D,4H,10D,6C,6D,1,1,3S,7H,3H,7D,8S,2,0
5S,10H,AD,KD,KS,2D,0,0,8H,7S,6C,9S,QH,0,0,4H,6S,2C,5C,KH,0,0,3S,JC,2S,QS,6D,0,0,JS,7H,3D,3C,5H,1,1,8S,10D,7D,9C,QC,0,0
2C,JS,7H,9D,6D,4S,0,0,3C,AD,8H,AH,3H,2,1,KD,5S,10C,8C,KH,0,0,KS,2H,AC,QH,QS,1,0,QD,AS,6S,3D,QC,1,0,2S,5H,10S,KC,7D,0,0
4H,QS,7C,4S,JS,2D,1,0,QH,4C,KH,6S,8C,0,0,10C,5C,2C,8S,9H,0,0,5H,10D,3H,2H,AC,0,0,2S,3D,10S,9D,6D,0,0,KS,JD,KD,3S,8H,0,1
KH,5H,JC,6H,JH,3D,1,0,KC,2D,4S,5S,4H,1,1,8H,9C,7C,10S,3H,0,0,9S,KS,2H,7S,10H,0,0,8S,2S,9D,8C,AH,1,0,4D,5D,7D,QS,4C,1,0
AC,JD,AS,9C,KD,9S,2,1,2D,AD,8D,3H,6D,0,0,JC,6H,5C,7D,7S,1,0,2H,10H,9H,QC,2S,1,0,4D,QD,4H,5S,8S,1,0,3C,2C,4S,3S,KC,1,0
4S,9S,3H,2D,QH,6D,0,0,2C,AC,4H,6S,3C,0,1,JS,7C,AH,5H,KH,0,0,10D,7H,9D,4D,QC,0,0,AS,6H,KD,KC,5D,0,0,JH,10S,8C,4C,10C,1,0
2C,8S,3S,JH,QD,8D,1,0,AC,AH,10D,JD,9D,1,0,QH,QS,5D,9C,3D,1,0,7D,4D,10C,7H,3C,1,0,AS,6S,KH,10H,7C,0,1,KS,JS,AD,9S,2S,0,0
7D,JS,8D,3D,KH,10C,0,0,6D,9H,2D,KS,8C,0,0,6S,7C,JD,AC,7H,1,1,9S,5D,9C,3C,8S,1,0,6C,QH,JH,10H,KC,0,0,5C,6H,4C,3H,AH,0,0
7C,5C,JD,AC,10C,3D,0,1,AS,7S,QS,KS,KH,0,0,JC,8S,5D,QD,7H,0,0,9D,AD,6S,KC,KD,0,0,4S,6D,10D,AH,3C,0,0,3S,7D,9C,JH,10S,0,0
7H,7D,QD,4C,7C,5S,1,1,3H,JC,JD,10D,8D,1,0,2C,4S,AD,2H,9H,1,0,4D,8S,10S,5D,3D,0,0,2S,QH,3C,9D,KH,0,0,6H,8C,5H,5C,QS,1,0
10C,3C,6C,3H,9C,8C,1,0,7H,KD,10H,9S,5H,0,0,4H,6H,KH,8D,4C,1,1,QD,6D,7S,AS,JC,0,0,10D,7C,8H,JS,QC,0,0,QS,4S,3D,2S,2D,1,0
8H,4D,5D,JD,6C,6S,1,0,6D,8D,AD,3S,AH,1,0,10C,6H,9H,KD,10H,1,0,JS,QS,QC,4S,5C,1,1,2C,7S,4C,KC,3H,0,0,4H,QD,9C,AS,7C,0,0
9H,2H,KS,3S,10D,JC,0,0,5D,3H,JD,6H,7S,0,0,5S,2C,9D,7D,9C,1,0,2D,4S,4H,10H,QD,1,1,JS,AC,QC,JH,10C,1,0,6S,5H,7H,8H,QH,0,0
7S,5S,3S,7C,AS,AH,2,0,AD,2D,3D,4C,10S,0,1,6S,6C,5D,10D,9C,1,0,6D,6H,8H,KS,7D,1,0,9D,10H,KD,JS,8D,0,0,8S,3C,9H,KH,4S,0,0
9S,6C,JD,4H,KC,9D,1,0,9H,JC,2C,7C,7D,1,0,KH,8C,KS,3D,QC,0,0,10C,5C,6D,JS,2S,0,1,KD,AD,8H,3C,AC,1,0,3S,3H,6H,QD,4S,1,0
3D,2D,JC,3C,10H,5S,1,0,KS,10C,9D,8C,QC,0,0,6H,3S,6S,7H,KC,1,1,2C,4S,7C,KD,JD,0,0,6D,4H,8H,5C,5H,1,0,4D,5D,7S,9C,2S,0,0
KD,AS,8H,KC,JC,8D,1,0,10D,7C,KH,AC,JH,0,0,4H,6H,3C,2H,6D,1,0,4D,3H,9H,2D,5D,0,0,2C,10C,4S,KS,4C,1,1,QS,JD,3D,QH,10H,1,0
7S,8H,JC,7D,9H,9C,2,0,AD,3H,JD,6H,10H,0,0,6C,6S,AH,3C,5H,1,0,9D,2S,7H,10S,10D,1,0,AC,3S,QC,9S,AS,1,0,5D,JS,KC,KH,4H,0,1
3D,QD,8D,JH,5H,AS,0,1,3H,9C,7D,JD,KH,0,0,QS,7H,8C,2D,4S,0,0,KC,10D,8S,3S,QH,0,0,9H,6H,JS,5D,4D,0,0,2H,AC,4C,7C,3C,0,0
JD,KC,QS,3S,AC,3H,1,0,4D,AD,JS,5C,8C,0,0,8H,4C,3D,6D,AS,0,0,2S,7S,9D,4S,KH,0,0,7H,10D,QC,QH,8S,1,0,4H,7D,9S,2C,5S,0,1
10C,4S,7S,5H,KH,5S,1,0,10S,JC,7H,8H,QD,0,0,AD,9D,KC,9H,2D,1,1,6D,3H,8S,7C,5C,0,0,6S,AH,4H,KD,8D,0,0,JH,7D,5D,9S,QC,0,0
KS,5C,2S,3S,AH,10S,0,0,JD,8H,7H,QS,2H,0,1,8S,AS,4C,6C,JH,0,0,10C,9C,9S,6H,3H,1,0,6S,7C,AD,QH,2C,0,0,3C,QD,10D,5S,9D,0,0
KD,3S,KC,KH,JH,7C,0,0,8S,JC,7H,6C,10S,0,0,5S,JS,JD,5H,3C,2,0,KS,10H,AS,10C,AD,1,1,8D,2D,4C,10D,6S,0,0,9C,9S,2C,2H,QC,2,0
5S,6S,4C,2C,2H,4S,2,1,9C,10S,10D,2D,7C,1,0,AH,KC,8H,QH,5D,0,0,KD,3S,AD,4H,8S,0,0,JH,9D,5C,AC,8D,0,0,7H,6C,QS,7D,3C,1,0
10H,6C,4H,4C,2D,JS,1,0,5H,5D,8D,AC,8C,2,1,9C,6S,JC,2C,7H,0,0,6D,7D,9H,QS,3S,0,0,5S,9D,7S,KS,KD,0,0,5C,9S,4D,AS,3H,0,0
10H,QS,JS,5S,4S,6C,0,0,7D,3C,10D,6S,9S,0,0,10C,KD,AH,AD,9D,1,0,3S,AS,AC,5H,2H,1,1,JH,2C,7H,7C,KH,1,0,6D,2D,10S,QC,3D,0,0
KC,QS,3C,AD,6S,9S,0,0,4D,10H,QD,6H,JH,0,0,8C,4H,2S,10D,2C,1,0,7C,JS,8S,7H,8D,2,1,5H,5C,5S,10S,9H,1,0,QH,5D,AC,3S,KH,0,0
2C,3H,JS,2S,8C,JC,2,1,KD,KC,JD,9D,4D,0,0,7S,2H,5H,AD,7C,1,0,10D,10S,QH,4C,AH,1,0,KS,8S,8D,9H,3S,1,0,2D,QC,7H,4H,KH,0,0
5S,9D,3S,7S,5C,KS,1,0,JC,10S,6H,4C,8C,0,0,8D,KD,4H,10C,8H,1,1,2D,6D,QC,2H,4D,1,0,QH,7H,7C,KH,9S,1,0,JH,7D,QD,AS,5D,0,0
QH,3D,8H,6D,JC,AD,0,1,4H,3C,7H,KD,KH,0,0,QS,2D,4D,AS,9H,0,0,7C,9S,6S,3H,8S,0,0,2H,9D,8C,7D,KC,0,0,JH,7S,4C,10S,5D,0,0
8D,10C,5D,8C,10S,10D,2,0,KS,3S,7H,8H,10H,0,0,3C,2C,5H,4H,KH,0,0,9C,AD,KC,4D,7S,0,0,8S,9D,4S,3D,7D,0,0,3H,2S,QD,QS,9H,1,1
3C,7H,5C,QH,7S,JD,1,1,2H,3S,AH,10S,JS,0,0,8H,QD,QS,AS,3H,1,0,KH,9C,8S,6D,10C,0,0,10D,JC,4H,7D,2D,0,0,KD,6C,JH,7C,10H,0,0
9H,10H,AS,10S,8C,4D,1,0,2D,3C,8D,9D,QH,0,0,10C,10D,7C,JH,5H,1,1,KS,3S,5C,5D,7H,1,0,3H,6C,6S,KH,4H,1,0,KD,JS,KC,9S,AH,0,0
10H,3S,9H,7D,AC,8D,0,0,4C,JC,3D,8C,8S,1,0,2C,10C,AS,KC,3C,0,0,QS,JH,8H,10S,10D,1,0,2S,5S,9C,6S,KH,0,1,4D,5D,6H,4S,QD,1,0
2D,4H,QS,3H,7H,10D,0,0,QC,AD,8D,3S,AH,1,0,QH,10H,6C,KH,QD,1,1,2S,6D,JC,7D,KC,0,0,9C,KD,5D,AS,5C,1,0,7S,JD,8H,4S,3D,0,0
JD,4H,8S,9H,8C,5C,1,0,AD,10S,5S,QH,6C,0,0,9C,3H,10H,QS,2C,0,0,7C,AH,6S,10C,2H,0,0,2S,QD,3D,7H,KD,0,0,8H,4S,4C,8D,JH,2,1
KS,AD,10C,6H,5D,2C,0,0,JS,7C,8C,KD,9D,0,0,2H,QS,KH,5S,7S,0,0,JH,9S,AH,6D,4D,0,1,9H,8D,3S,3C,6C,1,0,AC,3H,5C,4C,4H,1,0
QC,4D,2C,9C,8D,5H,0,1,AD,10H,KD,5C,KC,0,0,3H,7C,7D,AC,8S,1,0,7S,8H,9H,10D,5S,0,0,2H,9S,3C,AS,QS,0,0,4H,6D,6C,10S,5D,1,0
10D,KD,JH,QC,9C,AD,0,0,7C,5S,KS,3D,10C,0,0,3H,3C,QD,QH,7D,2,0,8C,AS,10S,6H,9H,0,0,JD,2H,9D,8H,3S,0,1,4D,KC,KH,JC,4H,1,0
QD,KS,KD,5C,AS,10H,0,0,3S,7S,8D,7D,JC,1,1,3D,4S,2S,6C,AH,0,0,6H,KC,8H,JH,2H,0,0,AD,4C,QH,6D,3C,0,0,5S,5H,QS,6S,4H,1,0
3C,4S,8D,9S,8S,AS,1,0,6D,4D,AC,KD,9D,0,0,2H,8H,9H,10S,2D,1,0,7C,3H,AH,6H,AD,1,0,5C,7H,4C,QD,6S,0,1,10C,JD,8C,9C,4H,0,0
JH,2D,8H,9H,9C,8D,2,1,3S,3C,JC,7D,3D,1,0,9D,8S,6S,7H,JS,0,0,7S,QC,KH,5S,7C,1,0,4S,10C,QH,5H,4C,1,0,10D,4H,AS,QS,3H,0,0
10D,8C,8S,AS,5H,3S,1,0,4S,9H,KH,9D,AH,1,0,QS,8H,2D,6S,KS,0,1,AD,JS,KC,5D,JD,1,0,QH,10C,2S,6C,7D,0,0,7H,AC,4D,5C,2H,0,0
6C,AS,KD,KH,6S,7D,1,0,4S,9H,10H,3D,7H,0,0,10S,QD,KS,4D,QH,1,0,3H,5C,9S,8H,7S,0,0,4H,10C,3C,JS,2H,0,0,3S,6D,AC,9C,QC,0,1
KD,KH,6D,8D,10S,7C,0,1,KS,AC,8C,5D,QD,0,0,JC,4S,8H,9H,2C,0,0,4D,4C,2D,JD,AD,1,0,QC,2S,3C,AS,5C,0,0,AH,9C,8S,QS,6H,0,0
2S,AD,10S,10H,7D,5H,1,0,6H,JD,QH,JS,4S,1,0,7H,4H,QC,7C,AH,1,1,9S,AC,QS,3H,KS,0,0,8H,2C,7S,5D,KC,0,0,6D,5C,3S,9D,9H,1,0
8C,2C,7D,QS,JS,8D,1,0,JC,JD,9C,6S,QH,1,0,4D,10H,KC,3D,10D,1,1,AC,KD,AH,5H,9D,1,0,KH,QD,7H,10C,7C,1,0,6D,QC,8H,5D,6H,1,0
AD,KC,10S,2C,AC,AS,1,1,KH,8C,QC,3H,5D,0,0,JS,JH,4C,7D,AH,1,0,QS,JC,9H,8S,8D,1,0,KS,QD,7H,9D,10C,0,0,KD,5H,JD,8H,9C,0,0
9S,QH,AH,AC,3S,QS,2,0,8S,JC,8C,7H,4H,1,0,KD,9C,9H,8D,KS,1,0,7C,6H,JH,KC,3H,0,1,JS,3D,4D,2C,JD,1,0,KH,6S,8H,9D,4C,0,0
10C,QH,AS,4H,QC,3S,1,0,4C,2D,4S,8D,6D,1,1,AC,4D,5H,QS,7D,0,0,KD,2S,7S,3C,5C,0,0,10S,AH,7C,JH,10H,1,0,5D,6H,KH,3D,7H,0,0
AC,JS,7S,QH,9H,9C,1,0,KD,6S,7H,AS,QS,0,1,5D,9S,10S,8H,8D,1,0,KH,2D,AH,4S,10D,0,0,5C,KS,3C,AD,5S,1,0,3S,10H,2C,3H,10C,2,0
KC,2D,4C,3D,QH,9S,0,0,JD,6C,5C,2S,JC,1,0,8D,AD,9C,JH,3H,0,1,4D,KS,JS,10H,AH,0,0,10S,AC,QS,2H,KD,0,0,9H,4S,7C,QC,7S,1,0
7H,9H,5S,4D,4H,4C,1,0,QH,5H,7D,8C,QC,1,0,10D,6C,6S,2C,JH,1,0,3D,5D,KS,8D,QD,0,0,KD,6D,10C,10S,9S,1,1,9D,10H,AH,AS,KH,1,0
4C,KC,6H,5H,KD,KS,0,0,8D,AH,5S,6C,2D,0,0,3D,6S,4D,10D,9D,0,0,7C,6D,JH,3C,3H,1,0,AC,10C,2C,2H,QH,1,1,JC,8H,10S,4H,JD,1,0
7S,8S,KD,KS,9D,3D,0,0,KH,5C,9C,5S,9S,2,0,4C,6H,QD,7C,10C,0,0,8D,AH,3H,7H,QC,0,1,5D,10S,3S,7D,4H,0,0,KC,2H,8C,10D,JC,0,0
4D,7H,5C,8D,QD,8H,1,0,AC,10D,8S,9S,7D,0,0,8C,3D,6S,JD,JH,1,0,QS,5H,2C,KD,QH,1,1,5D,KS,2H,2S,10H,1,0,9H,3H,10C,10S,6C,1,0
4D,4S,10H,9C,3H,4H,1,0,KC,9H,8C,JH,AH,0,0,10C,KS,AD,7C,AC,1,0,6S,5H,QH,10D,3S,0,0,8S,JS,5C,2C,10S,0,0,6C,JD,9D,6D,3C,1,1
10S,2S,AC,7C,KS,3S,0,0,4C,9D,3H,5H,AD,0,0,JS,8S,7D,10C,KH,0,0,QS,10D,QD,6C,2H,1,0,7H,3D,4D,10H,JD,0,0,JH,QC,AS,JC,8D,1,1
4D,KD,5C,4S,3S,QC,1,0,10C,AD,KS,3D,3C,1,0,2C,JD,KC,AH,6S,0,0,AS,5D,6H,7C,10S,0,0,5H,7H,8C,QH,2H,0,1,9H,10D,2D,QD,10H,1,0
10S,2C,3C,AH,10D,9C,1,0,QD,4D,AS,9S,AC,1,1,5C,9D,4C,7H,KH,0,0,8D,3H,5H,5D,KC,1,0,QC,8S,8C,7C,10H,1,0,6D,2D,JC,6S,8H,1,0
JH,3H,10S,5H,QH,AC,0,0,2H,7S,10C,KH,3C,0,0,KS,2S,2C,10D,6H,1,0,6S,QD,7D,7C,KC,1,0,4S,10H,4C,8S,AH,1,0,9S,AD,9D,KD,JD,1,1
9D,5D,AC,KD,5C,QD,1,0,9H,10S,3S,AH,4D,0,0,10H,4S,6S,2D,JD,0,0,2S,9C,6C,7C,4C,0,1,9S,AD,JH,4H,KC,0,0,6D,10C,KH,7H,QC,0,0
2C,QH,9C,3C,3D,10C,1,0,QC,7C,JC,5H,10S,0,0,2S,AS,JD,2H,7H,1,0,QS,6C,8D,KH,8H,1,1,10H,5S,KD,2D,4S,0,0,JS,JH,5D,AD,6D,1,0
6S,5H,8S,2H,2C,9D,1,0,JC,9C,3H,AH,2S,0,0,10D,10S,8H,KC,KD,1,0,8C,AD,7C,4D,7S,1,1,3D,4H,6C,3S,5C,1,0,JH,9S,QS,4C,9H,1,0
KD,2S,2C,QH,5C,KS,1,0,8S,7H,9C,AS,JC,0,1,5H,JS,9S,3D,7D,0,0,2H,JH,AH,5S,JD,1,0,4S,10D,10H,9D,KC,1,0,4D,3H,5D,10S,6H,0,0
3D,2D,9C,10C,5H,5D,1,1,3H,8C,AD,7H,KC,0,0,7C,3C,JS,KD,JH,1,0,9D,KS,6C,2H,2C,1,0,7D,QC,QS,AH,8D,1,0,10D,AS,6H,5S,AC,1,0
5H,2H,8C,3S,4D,KC,0,0,JS,7S,10H,8H,10S,1,0,JD,6C,3C,4H,6H,1,0,QH,KD,AH,8S,KS,0,1,3H,5C,8D,4S,AD,0,0,AS,7D,2C,9D,9C,1,0
AC,3S,QH,JC,8C,2H,0,0,2S,9H,JS,8S,5S,0,0,3D,10H,8H,10S,KC,1,1,KS,AS,JD,QC,6H,0,0,6D,3C,6S,7S,9S,1,0,2D,10C,7H,7D,4D,1,0
QD,5H,9C,3D,6C,5D,1,0,6H,3H,2C,5C,JS,0,0,KH,QS,5S,4S,KC,0,0,AD,AS,3S,AC,7C,1,0,QH,KS,2H,8C,4C,0,0,7S,7D,2S,2D,JH,2,1
AH,3S,6D,7S,5S,KH,0,1,AD,2S,3H,9S,3D,1,0,QC,8D,AC,7D,QH,1,0,4D,2D,6H,7C,2C,1,0,4H,6S,9H,9D,3C,1,0,6C,KD,10C,AS,QS,0,0
2H,AD,4H,6S,KH,5S,0,0,3D,7C,3S,5H,7S,2,1,AS,JD,5D,10S,9H,0,0,4C,7D,QH,10H,10C,1,0,AH,AC,2S,QC,2C,2,0,KD,9S,6D,3C,JS,0,0
3D,9D,2D,AD,7D,4D,0,0,KC,5D,4S,JC,3H,0,1,KS,QS,2C,10D,7C,0,0,JH,2S,4C,QH,8D,0,0,JD,5C,AC,10C,2H,0,0,6C,8H,AH,AS,8C,2,0
7H,7C,JC,7S,6S,4C,1,0,QS,4D,10D,AD,9H,0,0,6D,3H,2S,QH,10C,0,1,AC,8C,9C,AH,4S,1,0,2C,5H,JH,KS,7D,0,0,6H,3D,8H,JD,QC,0,0
8D,JH,2S,JS,3H,AC,1,0,2C,QH,6S,5D,JD,0,0,5H,10H,AD,4C,KH,0,0,2D,QD,2H,6D,4S,1,1,6C,KS,KD,AS,QS,0,0,4D,3S,QC,7S,3C,1,0
2S,KD,7D,4D,6D,AS,0,0,9S,10H,3D,9H,KC,1,1,4H,QC,KS,8H,6H,0,0,9C,QH,10C,2C,2H,1,0,8D,4S,5H,10S,7S,0,0,JS,3S,AD,3H,AH,2,0
8H,QC,8C,KD,QH,AC,2,0,10S,3H,6S,QD,KS,0,0,4C,QS,7S,KH,JS,0,0,7H,3C,JC,AH,6C,0,0,3S,2H,JD,9H,6H,0,1,6D,9D,4H,AS,5S,0,0
2S,KS,JH,5C,10D,KH,0,0,QC,6S,AC,4D,3C,0,1,10H,2D,QH,3H,4H,0,0,7S,5H,7C,3D,9S,1,0,9D,JS,4C,5S,QD,0,0,9C,AD,2C,8C,8S,1,0
3D,4D,6S,2H,KC,QC,0,0,JH,5H,8H,7D,10H,0,1,KH,3C,7C,8C,5D,0,0,QS,JD,QH,5S,6C,1,0,2D,4H,6H,JS,4S,1,0,7H,KD,AH,6D,QD,0,0
KS,3D,2H,JC,8S,4H,0,0,JS,JH,KC,3C,AS,1,0,8H,8C,9S,QS,5H,1,0,2C,JD,10D,KD,10C,1,0,2D,5C,6S,9C,4S,0,1,7C,6D,QD,8D,AC,0,0
6D,2C,9S,5C,10C,AS,0,0,QD,8H,3H,JD,10H,0,1,4D,QC,7C,7D,JC,1,0,QS,3D,AH,KH,2S,0,0,AC,8D,10D,5H,KD,0,0,4S,9C,2H,3C,3S,1,0
8C,6D,4S,9H,10D,3C,0,0,9D,JS,KS,9S,6C,1,0,QS,7H,8H,5S,10H,0,0,4H,7C,7D,AC,QD,1,0,2H,8S,QC,10C,2S,1,0,8D,KD,JC,3D,2C,0,1
AC,2D,6H,2S,9H,3S,1,0,AD,5H,8S,3H,QH,0,0,KC,2C,9S,3D,10S,0,1,4C,5D,QD,8D,JC,0,0,9C,6C,7D,4D,7S,1,0,6S,5C,5S,8H,10D,1,0
AS,4C,2D,4D,5C,3C,1,0,2S,7D,5D,9D,AH,0,0,8C,10H,8H,KH,10S,2,1,8D,JC,3H,JS,3S,2,0,AC,QS,7C,2H,9C,0,0,7H,10C,7S,9H,6D,1,0
8D,QS,QC,4C,AH,2C,1,0,6H,3C,4D,8S,6D,1,0,7S,2D,JS,10C,2S,1,0,JC,10S,10H,5H,10D,1,1,JH,6S,5S,AD,QD,0,0,9H,4H,8C,9S,KH,1,0
9S,9D,5H,KS,AS,6H,1,0,9H,7D,4D,QS,4S,1,0,AD,2C,7H,8D,6S,0,0,6D,2H,AH,8C,3H,0,1,7S,AC,3D,5C,8S,0,0,4H,10H,KC,5S,JD,0,0
2S,8D,6S,6D,QC,2H,2,0,4S,6C,8C,4D,10H,1,0,KD,QS,QD,4C,8H,1,1,10D,5H,3S,7C,3C,1,0,7S,9D,QH,2C,KS,0,0,10S,5D,6H,8S,3H,0,0
8H,8D,3H,7S,9H,3S,2,1,5H,KD,AS,9C,AC,1,0,6H,4C,6S,3C,8S,1,0,KH,7H,10D,JH,JS,1,0,AH,JD,4H,QH,2H,0,0,9D,10H,5S,2S,QD,0,0
9D,QS,6H,6S,7H,7D,2,1,JC,6C,4C,5D,8D,0,0,5H,3D,7C,2D,QC,0,0,5S,6D,2C,9H,5C,1,0,8S,7S,10H,9C,4H,0,0,3S,KC,10S,AD,8C,0,0
JC,8C,7H,9C,6D,5H,0,0,10H,JD,5D,9S,QD,0,1,QH,5C,AH,2S,7D,0,0,AS,7C,10D,QC,4D,0,0,4S,AD,6H,JH,2H,0,0,10S,8H,3S,AC,6S,0,0
10D,8D,JH,3H,QC,2H,0,0,5C,7H,8C,7C,7S,1,0,AD,9C,AC,QD,4D,1,1,QS,3S,5S,2D,4H,0,0,7D,JS,9S,6S,JD,1,0,6H,KC,KD,2S,9H,0,0
2D,JH,7C,4D,8C,6S,0,0,QH,4C,9D,8H,5S,0,0,AD,9H,QC,AS,QS,2,0,3H,8S,3S,7D,5C,1,0,10D,2S,AH,QD,4S,0,1,2H,7S,KD,10C,8D,0,0
9S,4H,6H,JS,JD,AH,1,1,6D,KH,10D,6S,10S,2,0,2C,4C,JC,9H,9D,1,0,QS,7H,7S,8D,QD,2,0,5H,10H,8C,QH,5C,1,0,8S,10C,3S,AC,2S,0,0
10H,KS,7H,10C,7D,6S,2,0,10D,2D,6D,7S,8H,0,0,4C,KH,2S,2C,6H,1,1,JC,7C,JD,5D,9H,1,0,JH,6C,8D,9S,2H,0,0,5S,9C,10S,3C,3D,1,0
3H,KD,QD,2C,10H,8H,0,0,KH,10C,10D,5H,3S,1,0,8S,KS,QH,3D,4S,0,0,2S,6D,7C,AS,7S,1,0,5D,JS,9H,8C,QS,0,1,AC,9S,KC,4H,7H,0,0
AC,JD,9H,5S,6D,3C,0,0,KH,2C,KS,4C,7C,0,1,2S,4S,QC,AD,2H,1,0,10D,JC,9C,8H,7D,0,0,3D,AH,5H,QD,KC,0,0,QH,5C,5D,AS,2D,1,0
5S,8S,10H,JH,3S,8C,1,0,5C,4C,4D,AC,2H,1,0,7S,QH,3C,9H,8D,0,0,AD,3D,9S,9C,2S,1,0,2D,KS,KH,5H,5D,1,1,KC,3H,JS,6C,AH,0,0
9S,6S,JD,KD,KH,5C,0,0,7H,7D,7S,8H,4D,1,0,4H,5H,8D,9D,AC,0,0,QD,4C,QH,10S,KC,1,0,3D,JS,JH,3C,6D,2,1,5S,KS,9H,4S,QC,0,0
9H,KC,4S,4C,KS,9S,2,1,5H,3S,6C,2D,4H,0,0,7C,6H,3H,JH,AC,0,0,QS,JC,7S,8D,10S,0,0,3D,AD,9C,2S,10C,0,0,KD,QC,10D,5D,10H,1,0
3D,KH,2H,QD,7D,9D,0,0,8D,AS,10H,KC,5S,0,0,7C,9C,8C,7H,10D,1,0,8S,KD,3S,10C,JD,0,0,10S,QS,4C,AC,4D,1,1,6D,QC,6S,6H,AD,1,0
AS,6S,6D,KC,KS,JD,1,0,5D,9C,JS,8S,JH,1,1,2D,9S,QH,9H,QD,2,0,4H,5S,3H,4C,AC,1,0,2C,QS,8C,AD,KH,0,0,2S,7D,5C,10C,QC,0,0
5H,8H,4H,10D,3H,QC,0,0,KS,5S,3D,9C,2S,0,0,7D,10S,JC,10C,6D,1,1,3C,JS,3S,8D,7S,1,0,4S,6C,9H,AD,9D,1,0,4C,10H,QS,5D,QH,1,0
9H,KS,10H,AH,5H,8S,0,0,6D,2S,JS,8H,JD,1,1,QH,QS,10C,3D,2D,1,0,3C,4H,7H,4S,5S,1,0,JC,10D,9C,KC,KD,0,0,10S,8D,7D,6H,9D,0,0
7S,AD,AH,6C,QC,AC,1,0,4C,KS,8D,6S,KH,0,0,3D,2C,KD,3S,AS,1,0,2H,9H,QH,4S,4D,1,1,6D,8H,9S,5H,8S,1,0,8C,4H,9C,5S,JC,0,0
JC,3H,6S,7D,4C,2H,0,0,2C,AS,8S,5D,9C,0,0,3C,4S,9H,AH,AD,1,1,8H,AC,5C,KC,7H,0,0,10D,10S,KH,10H,2S,1,0,2D,9D,QC,6H,8C,0,0
9H,JS,QC,5H,9D,7C,1,0,4H,2H,6D,9S,JH,0,0,7D,AS,2D,10D,JD,0,0,KC,9C,KH,3C,3S,1,1,7H,6C,QD,8S,8C,1,0,KS,4C,2C,3D,6H,0,0
JH,3D,10H,10S,QS,10C,1,0,QC,3C,4H,2S,JD,0,0,JC,9H,6H,5C,3S,0,1,KH,5S,6D,2H,7H,0,0,6S,KC,KS,3H,10D,0,0,6C,AC,7S,4S,5D,0,0
7C,KD,5D,9H,4D,QD,0,1,QC,2C,8D,5C,KC,0,0,8S,KS,QH,7H,JD,0,0,2D,JH,7S,10S,8H,0,0,6S,4H,JS,6D,AH,1,0,6H,JC,9D,4C,2H,0,0
