Player 0,,,,,,pair,Player 0 win,Player 1,,,,,pair,Player 1 win,Player 2,,,,,pair,Player 2 win,Player 3,,,,,pair,Player 3 win,Player 4,,,,,pair,Player 4 win,Player 5,,,,,pair,Player 5 win
8D,4D,2D,10D,6S,QD,0,0,JC,KS,JH,7H,AS,1,0,JS,QC,10S,5H,8S,0,0,10H,AD,9C,AC,9S,2,1,5S,2C,AH,2S,7D,1,0,10C,4C,3S,7C,4H,1,0
AD,KD,4H,6D,3S,JH,0,0,10C,8D,KS,5H,4D,0,0,8C,KH,4S,2C,JD,0,0,JC,5C,AS,AC,JS,2,1,7C,2S,6H,QS,QD,1,0,KC,5S,7D,7S,9D,1,0
8C,6D,4H,AH,QS,3H,0,0,9C,6S,2H,2C,KS,1,0,2S,7D,8D,3D,7S,1,0,QC,10D,QD,2D,6H,1,0,4C,9S,AD,9D,6C,1,1,4D,KC,5S,10H,9H,0,0
7C,5H,9D,6S,2D,2H,1,0,JS,5D,8H,10H,8S,1,1,9S,AC,AD,QD,2C,1,0,4H,9H,KS,4D,6D,1,0,3H,2S,7S,JD,10D,0,0,10S,4S,KD,3S,8C,0,0
7S,10D,KC,10H,QH,8S,1,0,3S,KS,6S,2H,KH,0,0,AH,7D,5C,5H,JS,1,0,6C,JD,10S,7H,2D,0,0,8D,4C,9H,QC,8C,1,1,5D,JH,JC,9D,KD,1,0
4C,2S,9D,5H,6D,4D,1,0,7H,6H,8C,7C,5S,1,0,8S,2C,10D,5C,2H,1,0,JD,JH,7S,9H,KH,1,0,4S,7D,8H,QS,10C,0,0,8D,KD,3H,2D,3C,1,1
KH,4D,8S,2S,4C,9H,1,0,5C,8H,2C,9C,7C,0,0,5D,8D,6D,5H,2D,1,0,9S,10H,AD,10D,AC,1,1,6C,5S,7S,4S,KS,0,0,3C,3D,10S,AS,7H,1,0
QH,9H,6C,10S,8S,4H,0,0,10H,4D,AS,7C,2S,0,0,2D,QS,2H,3H,4C,1,0,8D,5H,KC,JD,3D,0,1,9D,6D,5S,4S,9S,1,0,QC,3S,QD,6H,5C,1,0
8C,2S,6D,9D,8S,7H,1,0,5C,QH,KC,QS,4H,1,0,KS,4S,AD,KD,AC,1,0,9S,3S,QD,6H,10C,0,0,JH,7S,4D,AS,JS,1,0,6S,2H,6C,5D,10S,1,1
JD,5C,KH,5H,6D,3C,1,0,QH,KS,6H,6C,5S,1,0,9H,JC,7C,8H,8D,1,1,2C,10S,2D,3H,4H,1,0,4S,3S,AC,9S,QS,0,0,QC,8C,AD,2S,7D,0,0
6C,3S,9S,AD,AH,5S,1,0,2C,AS,7H,JC,3C,0,1,7C,9H,AC,3D,10C,0,0,7S,4C,JD,2D,8H,0,0,4H,QH,7D,6D,8C,0,0,KH,9D,10S,5D,3H,0,0
2C,7S,5C,9D,4D,10C,0,0,JS,8D,AD,AH,8H,2,1,10S,7C,3H,8C,3D,1,0,6C,QC,JC,5H,9S,0,0,3C,5S,QS,AC,KS,0,0,3S,AS,KH,9C,7D,0,0
2C,8H,10C,8C,AC,6C,1,0,3D,QH,JC,2D,QS,1,1,5H,3S,JS,KH,5S,1,0,2H,9D,AS,JD,2S,1,0,9H,JH,KS,5C,7H,0,0,10H,8D,4C,KC,AH,0,0
2C,2D,9C,6C,QD,10S,1,0,JS,7S,10H,QC,8C,0,0,KC,KS,4H,5D,AD,0,0,4C,JD,10C,7C,8D,0,0,AC,QH,10D,JH,4D,0,0,AH,3H,AS,3D,6S,2,1
4C,5S,KD,JH,8H,8D,1,0,2C,6D,KH,10D,6C,1,1,9H,10H,2S,QH,3S,0,0,AC,4H,8S,9D,5H,0,0,4D,JS,10S,JD,QD,1,0,6H,7D,7C,7H,5C,1,0
2S,6S,3S,7D,JH,5C,0,0,10S,10D,8C,3C,3D,2,0,10H,KH,JD,4D,10C,1,1,QC,2H,9C,9H,4S,1,0,JS,4H,5S,6H,AD,0,0,8S,QD,6D,3H,AH,0,0
8C,2C,9C,7H,5S,KH,0,0,9D,AH,4S,KS,8D,0,1,QS,AC,7D,6S,4D,0,0,JD,5D,10D,JC,7S,1,0,9S,8S,6H,QC,KD,0,0,10S,3D,3H,2D,KC,1,0
3H,9C,JD,10H,KD,4D,0,0,10S,QH,KS,6D,3S,0,0,4C,10C,AH,7S,JC,0,1,2S,KC,8S,5D,5C,1,0,5S,3C,2D,4H,AD,0,0,6C,7C,JS,4S,8C,0,0
10C,3H,4D,10H,4C,JH,2,0,7C,2D,KC,KH,7S,1,1,AS,2C,8H,QD,4S,0,0,JC,5H,JS,KS,7D,1,0,6S,QC,2S,QS,7H,1,0,10S,AH,3C,9C,5S,0,0
KC,10C,QD,5D,JS,9H,0,0,9C,QH,6S,3H,10H,0,0,2H,8C,7S,3S,KH,0,0,JD,3C,QS,JC,AH,1,1,AC,3D,4S,5S,AD,1,0,2D,8H,6H,4H,AS,0,0
KH,7D,9S,2D,KC,KD,0,0,5S,4H,5C,2H,3H,1,0,10S,AD,9D,10D,8S,1,0,7H,QC,QH,6H,6S,2,0,AS,JC,AC,AH,10C,1,1,6C,2S,3S,QS,7C,0,0
3S,9H,6C,AC,AS,8H,1,1,3C,8D,10S,9S,KC,0,0,KH,7D,9C,10C,5C,0,0,QD,JS,AD,6H,10H,0,0,5D,7H,2S,4D,5H,1,0,4H,JC,7C,2C,4S,1,0
KC,3H,AD,6H,4D,2S,0,0,3S,KS,JS,2D,KH,0,0,4S,9S,QD,4H,2C,1,0,8C,10S,9D,JH,5S,0,0,6S,4C,10C,QH,AH,0,0,QC,7D,QS,8S,7H,2,1
4C,10D,9C,10C,2S,AD,1,1,QH,10S,9D,KD,AS,0,0,4H,7H,3C,7C,6H,1,0,2D,6D,5D,6C,QS,1,0,KC,6S,3S,5H,5C,1,0,4D,2C,7S,3D,8S,0,0
AC,8S,6C,4S,6D,10D,1,0,AH,2S,KH,3H,6S,0,0,KC,3D,5H,8H,JD,0,0,QS,7D,KD,10H,5S,0,0,10C,2C,7C,4C,9H,0,0,5D,KS,9S,QC,9C,1,1
JH,3D,KD,10S,5S,3S,1,1,2C,9S,9H,3H,QS,1,0,JS,4C,8D,AH,10C,0,0,JC,QD,6C,QH,7H,1,0,JD,QC,4D,2D,5C,0,0,KC,8C,2S,AD,9C,0,0
2S,5C,6C,10D,3D,10S,1,0,AH,AD,6H,KD,4C,1,1,7H,6D,3S,5H,8C,0,0,KH,JS,9S,4D,5S,0,0,JD,8H,QC,AS,6S,0,0,AC,10C,5D,3H,4S,0,0
10S,4S,6D,2D,5C,QD,0,1,7H,AS,KC,3H,5D,0,0,KD,JS,JD,8S,7D,1,0,AC,2H,AH,7S,9S,1,0,QC,6H,QS,8C,9C,1,0,10C,10H,9D,2S,KH,1,0
QS,5H,JD,2C,KS,5S,1,0,6D,AD,9C,2S,7D,0,0,7H,4S,9S,4H,JS,1,0,10S,2D,QC,10H,QH,2,1,7C,4D,10D,3C,10C,1,0,JC,5D,6S,QD,3S,0,0
KD,7D,2S,JD,9H,9S,1,0,KC,6S,AD,3C,8S,0,0,3H,7H,JS,QS,10D,0,0,5H,5C,KH,QC,6D,1,1,JC,4S,4C,4H,10S,1,0,9C,AH,7S,8D,10H,0,0
QD,8H,3H,8D,9S,10S,1,0,9H,8C,10D,8S,9C,2,0,AD,JH,AC,KS,6H,1,1,2C,7C,JS,3S,4S,0,0,4C,2D,5C,4D,4H,1,0,QC,AH,6S,9D,2S,0,0
2H,4C,AC,10D,3S,KC,0,0,3H,9H,QS,7D,4H,0,0,JH,9C,10H,AH,KH,0,1,2C,9D,8H,10C,5D,0,0,4S,3C,AS,8S,KS,0,0,6C,QC,8D,QH,9S,1,0
JC,8C,7H,8S,10H,5D,1,0,KC,6C,10S,8D,AC,0,1,4D,5S,4S,2C,4H,1,0,3D,4C,QD,QS,AH,1,0,6H,9H,JH,7D,QC,0,0,7C,9S,7S,3S,6D,1,0
7H,8D,7S,5H,4D,4C,2,0,10D,JC,QS,2S,9C,0,0,5C,8C,4H,7C,8S,1,1,2C,QC,AH,3D,4S,0,0,10S,6D,QD,6H,9H,1,0,JS,6S,7D,QH,AC,0,0
5D,10S,AH,5C,10H,2S,2,0,8D,4D,3D,5H,AC,0,0,2C,10C,7D,QH,3H,0,0,7C,7H,6D,9D,KS,1,0,KD,4C,KH,9H,2H,0,1,KC,QD,6S,QC,2D,1,0
2S,6C,AS,5S,7H,6H,1,0,9S,2D,7D,3H,7C,1,0,KS,QH,10C,JD,4C,0,0,9C,10S,9H,6S,4D,1,1,4H,JC,6D,5C,4S,1,0,QD,KC,5D,8D,10D,0,0
4C,10C,KH,10S,2D,AD,1,0,10D,5H,2S,8H,JS,0,0,AS,QC,2C,3C,10H,0,0,4D,9S,6H,KC,4S,1,1,8S,QD,JD,8D,9C,1,0,KS,7C,JC,9D,4H,0,0
9D,KC,AH,5C,4H,6D,0,0,6S,AS,10H,7H,QS,0,0,JH,6C,8D,9S,3C,0,1,4S,9C,QD,AC,8H,0,0,5S,7S,QH,5D,JD,1,0,3D,QC,3S,7D,2C,1,0
10D,4C,8D,5S,10H,4H,2,0,KS,2C,6S,9D,10S,0,0,KH,5C,8S,9S,3H,0,0,2S,9C,7S,2D,7H,2,1,3D,6D,QS,QH,6H,2,0,QC,3C,JC,9H,AD,0,0
8S,AS,QH,6D,3S,3H,1,0,KD,QC,10H,AD,QD,1,0,6H,JC,5C,10S,QS,0,1,10C,KH,2C,8D,6S,0,0,4S,3C,4C,2H,JH,1,0,AC,AH,JS,KS,5D,1,0
AC,2C,JD,5S,7H,2H,1,1,3H,5D,4H,3D,JC,1,0,3C,10D,7S,AD,AS,1,0,9D,QC,2S,9H,4S,1,0,JH,4D,5C,6D,7C,0,0,7D,JS,3S,AH,8H,0,0
6S,5S,10H,KS,9D,6C,1,0,8H,5D,10C,8C,3S,1,1,2H,9H,QH,JS,KH,0,0,10D,9C,3H,9S,AD,1,0,QC,8D,AC,10S,7H,0,0,AH,4C,5H,KD,QS,0,0
4H,2H,AS,7C,9D,9C,1,0,10S,KS,4C,AC,10H,1,0,3D,5S,7S,8H,2D,0,1,KC,KD,JS,JH,KH,1,0,2S,9H,4D,QD,9S,1,0,6H,8C,5C,3C,QC,0,0
4S,7H,3D,7D,AD,7C,1,0,2C,4D,5S,9S,QS,0,0,KH,9D,AS,AH,8D,1,0,JS,6D,QH,6H,2H,1,0,3C,JC,4H,2D,AC,0,0,JH,8C,7S,5H,KD,0,1
3D,JH,6H,5H,AD,KS,0,0,4H,8H,4C,JD,QS,1,0,JS,JC,3C,KH,9D,1,1,10H,6D,QH,10D,3H,1,0,8C,9S,2H,7H,3S,0,0,AS,AC,4D,9H,5D,1,0
2S,6H,AC,5D,JC,JH,1,0,5H,4S,2D,3C,AH,0,0,7D,QC,2C,3S,9C,0,1,6C,8H,JD,KS,QD,0,0,3H,AS,10C,7S,QH,0,0,10D,5S,KH,4D,6D,0,0
4D,2C,9D,QS,6C,4H,1,0,3D,5S,8C,JC,3S,1,0,2D,KC,KS,9S,9C,1,1,10H,8H,4C,JD,JH,1,0,10C,2H,QH,6D,8S,0,0,8D,QC,7C,5C,5D,1,0
3S,KD,8H,JS,7H,8C,1,0,7S,2H,AH,6C,5D,0,0,7D,4D,8D,9D,4S,1,1,7C,5S,6S,3H,JC,0,0,AD,QC,4C,JH,KH,0,0,3C,KC,2S,JD,2C,1,0
5S,2D,5D,2H,4D,10H,2,0,10S,JS,7D,AH,8D,0,0,AD,KC,3D,6C,QS,0,0,KH,3H,AC,2S,4C,0,0,10D,7C,8C,KD,3S,0,0,9S,2C,8S,6S,5C,0,1
3H,2D,JH,7H,5S,QS,0,0,10S,QD,AC,10H,4S,1,0,2H,2S,JC,5D,3D,1,1,3C,JS,4D,8C,QC,0,0,6S,KH,2C,KS,KC,0,0,6H,AD,9C,6C,6D,1,0
JC,10S,4H,9H,9D,3H,1,0,3D,3S,5D,QS,9C,1,0,5S,2C,3C,JH,4D,0,0,4S,AC,QC,10H,KC,0,1,AD,KD,2H,4C,QH,0,0,6H,9S,6C,7H,10D,1,0
5C,KH,9C,QC,7H,6D,0,0,7S,5H,3H,6H,9H,0,0,4D,4S,8H,10D,AD,1,0,7D,10S,JD,7C,KC,1,1,AH,2H,AC,2C,10C,2,0,JH,KS,4C,4H,8C,1,0
8C,8H,6S,10H,QC,7C,1,0,QD,10D,4D,10S,KS,1,1,KC,JS,5D,4S,3C,0,0,5C,JH,QH,6H,9C,0,0,4C,6C,7D,8D,2D,0,0,KH,JC,7S,3D,JD,1,0
3C,7H,QC,4H,JD,2C,0,0,8D,6C,JH,10S,2S,0,0,10C,KH,7D,10D,4C,1,1,QS,3S,KS,8C,AH,0,0,6H,7S,6S,4D,3D,1,0,4S,6D,9C,9D,5D,1,0
7H,2D,5C,10C,JH,9S,0,1,KC,JD,7C,8S,3C,0,0,4H,JS,QC,KH,QS,1,0,6S,7D,3H,6C,8H,1,0,10H,QH,5S,5H,4C,1,0,3S,7S,4D,KD,2H,0,0
KD,5D,8D,8H,5S,9D,2,1,6C,7H,3S,JC,JD,1,0,AC,7C,4C,4D,6H,1,0,QD,10H,KH,6S,AH,0,0,7S,8S,9S,5H,10D,0,0,8C,JH,7D,6D,QC,0,0
AC,AD,9H,JH,2S,6H,1,0,JD,2D,6S,8C,KC,0,1,6C,3H,5S,4S,JS,0,0,KS,9D,10H,3D,2H,0,0,5H,9C,8S,9S,6D,1,0,JC,2C,QH,AS,7H,0,0
4S,9H,7C,9D,5D,AD,1,0,2S,QH,AH,5S,AS,1,0,8H,4H,QD,2D,8S,1,0,8C,KD,6D,7D,JS,0,0,JH,2C,KC,9S,4C,0,0,QC,10H,10S,KS,3D,1,1
9H,AS,QH,KS,10S,8D,0,0,JC,10D,KH,KD,6S,0,0,10C,2S,7C,5H,9D,0,0,JD,4D,3C,QD,JH,1,0,5D,4H,6D,8H,10H,0,1,7S,3D,2H,JS,4S,0,0
10S,3S,4H,7C,KC,9C,0,0,6D,AD,KD,7D,6S,1,0,2S,6C,QS,2D,5D,1,1,3D,QC,9D,8C,4D,0,0,JS,10H,7H,8D,4C,0,0,AC,AS,JC,KS,AH,1,0
10D,KD,QS,6D,5H,4D,0,0,7D,JD,AS,6C,5D,0,1,AH,8C,10H,8H,9H,1,0,3D,8D,3H,JC,QD,1,0,6H,2D,9D,10S,5C,0,0,AD,KC,10C,2S,7S,0,0
3D,2D,5S,10S,8S,6S,0,0,JC,QD,JD,7C,2S,1,0,3C,6H,AD,KS,9H,0,0,AH,QS,8D,9C,7H,0,0,9S,3H,QH,4H,8C,0,0,KH,QC,AC,KC,10D,0,1
QS,KC,8H,2C,QH,AD,1,0,10H,2D,10D,5D,8D,1,0,9C,7C,3C,AS,7H,1,0,7S,8C,KH,AC,QC,0,0,4H,10C,2S,QD,5H,0,0,3H,3D,5C,9H,5S,2,1
3S,6H,4C,5H,10C,AD,0,0,JS,10H,2S,2H,2D,1,0,KD,4S,KS,JC,9D,0,1,8C,10S,JH,6D,2C,0,0,7D,8D,6C,10D,5D,0,0,KH,6S,JD,4H,3D,0,0
4C,QD,10D,9D,JD,2S,0,0,JC,7S,2D,8D,4D,0,0,5H,2C,4S,7D,7H,1,0,9S,KS,JH,5C,3S,0,1,8H,9C,JS,6H,10S,0,0,9H,3H,AD,AS,4H,1,0
AC,AD,9D,4C,2D,9H,2,1,QC,JD,QS,KS,KD,1,0,5C,10H,3C,4S,7C,0,0,4H,2C,5D,2H,AS,1,0,KC,3H,7S,9C,8C,0,0,JS,QH,6D,3D,7H,0,0
JH,5H,KS,6D,KD,5S,1,0,AC,7D,JS,4D,QH,0,0,5C,KC,QC,AS,3D,0,0,2C,6H,8S,8H,7S,1,0,2H,7H,4S,10C,2S,1,1,JC,3H,10S,4C,QD,0,0
QS,6D,5S,6S,2C,3C,1,0,8H,9C,7H,9S,2H,1,0,AS,8S,5C,5D,JD,1,0,10S,4S,8D,2D,9D,0,0,10C,KS,4H,KC,10H,1,1,9H,JC,8C,3S,KD,0,0
3S,8H,4H,4D,10D,8C,2,0,6D,8D,AS,AH,5D,1,1,4S,10C,6S,2S,KH,0,0,5C,10S,JS,3C,10H,1,0,KC,7C,AC,5H,2D,0,0,9C,QC,7S,AD,7H,1,0
9S,QD,4H,10D,7D,10C,1,0,7C,5H,9D,6D,3D,0,1,9C,3H,4C,AD,7H,0,0,8D,QC,AS,5D,8H,1,0,10H,JS,KS,4S,9H,0,0,7S,QH,8C,2S,JD,0,0
7H,6D,7D,AH,3H,KD,1,1,7C,KC,8C,6C,JS,0,0,10D,6H,AD,4D,8D,0,0,8S,8H,5D,3D,10C,1,0,2C,4H,10H,10S,JC,1,0,9S,JH,4C,7S,QC,0,0
JD,JC,KD,KS,6S,9S,1,0,KH,4C,8C,7D,5H,0,0,4S,AD,9D,7S,10C,0,0,AS,7H,QC,9C,3C,0,1,KC,8H,5S,2H,4H,0,0,10S,6D,2D,8D,AC,0,0
QH,AD,KH,2S,9D,JS,0,0,7S,10D,QD,10H,JD,1,0,8H,7C,7H,5C,QC,1,0,AH,QS,6S,6C,9H,1,1,KS,2H,10C,8C,10S,1,0,JC,6H,3D,KD,9S,0,0
5S,6H,7C,AD,6C,8C,1,0,KH,4H,JH,8D,QC,0,0,6S,3D,4C,JC,2C,0,0,9H,10D,10C,10H,AH,1,0,KD,6D,KS,KC,2H,0,1,JD,3H,AS,9D,JS,1,0
8D,3S,QS,10D,10S,JC,1,0,JS,6C,AS,KC,AH,1,0,10H,7D,8C,2C,9S,0,0,8H,AC,QH,7C,6D,0,0,JD,4H,3C,3H,JH,2,1,9C,9D,5S,4S,KD,1,0
6H,4H,3C,8C,QH,2H,0,0,5H,5C,AC,AH,7H,2,1,QC,9C,3H,4S,7S,0,0,3D,3S,10H,AS,8D,1,0,AD,10D,JD,7D,KC,0,0,6D,4D,5D,JS,9S,0,0
7C,5D,KD,KH,QS,AC,0,0,KC,7H,JD,AH,2D,0,0,4C,10C,AD,9D,6C,0,0,3D,JC,9H,5H,4H,0,1,6S,6D,8S,3S,QD,1,0,2S,JH,3H,2H,AS,1,0
KH,5S,10H,3S,8C,3H,1,0,QD,2H,QS,4S,AC,1,0,JD,4C,JS,KS,2S,1,1,KC,JH,QH,5C,7C,0,0,6D,2C,7D,10C,8H,0,0,7H,6H,6C,AS,10D,1,0
9D,AD,8D,6C,9C,JH,1,0,2C,QS,QH,10S,10D,2,1,4D,5H,9S,JS,6H,0,0,4H,AH,5D,2D,7C,0,0,3S,5S,8C,QC,AC,0,0,4S,3C,6S,2H,JD,0,0
6C,JD,AH,JC,4S,AS,2,1,4H,7S,6H,QC,2D,0,0,KC,9D,7C,2H,3S,0,0,5S,8C,QH,2C,10C,0,0,5H,3D,KD,2S,10H,0,0,8H,10S,JH,7H,10D,1,0
JH,9C,5S,9H,10H,7S,1,0,8H,KS,3S,3H,9S,1,1,AD,4H,7C,4D,2S,1,0,KC,4S,6S,6D,5H,1,0,KD,QD,9D,8D,6H,0,0,AC,2H,3D,KH,AS,1,0
5H,KC,2D,8H,9C,5C,1,0,KS,3C,QH,3H,KH,1,0,2H,JH,10S,JD,3S,1,0,9D,4D,4H,7C,3D,1,0,2C,7H,6S,AH,8C,0,1,QS,JS,2S,5D,9S,0,0
KD,3D,2D,5S,AD,4C,0,1,AS,8C,8H,5H,9D,1,0,3S,4S,4D,2C,10C,1,0,7D,JD,6D,KS,9S,0,0,KC,10D,QC,9H,KH,0,0,JS,AH,2H,2S,6S,1,0
8C,QD,AH,KD,KH,KS,0,1,6D,6H,2D,8D,8S,2,0,7S,9C,QS,6C,9S,1,0,JC,8H,4C,5H,7D,0,0,4H,AD,10C,2H,5C,0,0,KC,JH,10S,JS,5D,1,0
10H,3S,6D,6S,8H,JC,1,0,KS,5C,8D,QC,JD,0,0,5H,4C,9H,AH,KC,0,0,10C,KD,10D,2S,AC,1,0,JS,8C,3C,AS,6H,0,1,4H,QD,5S,9D,4D,1,0
QS,7H,9C,4C,AD,3H,0,0,10S,JD,KC,QH,KH,0,0,3C,2S,QD,2C,AH,1,0,7C,10C,2H,2D,JS,1,1,7D,4D,8D,AS,JC,0,0,6C,5D,5H,3D,8C,1,0
6H,QS,7H,3D,8H,4H,0,0,2C,8S,3C,10C,6C,0,0,2D,9C,AC,KC,2H,1,0,7D,AS,6S,8D,10D,0,0,6D,7S,JS,KD,4C,0,1,5C,JD,3H,9H,4S,0,0
7H,AS,KH,3D,AD,6S,1,0,6C,8S,JS,9D,10H,0,0,JH,6D,3H,5S,KC,0,0,10C,10S,8D,4D,5H,1,1,7C,6H,3S,10D,JC,0,0,KS,2C,3C,QC,KD,0,0
2D,9D,7H,4C,4D,8H,1,0,QS,8S,5S,5H,4S,1,1,10D,AH,10S,6D,5C,1,0,8C,KH,3D,9H,KS,0,0,3H,JD,3C,KC,6S,1,0,4H,10C,2H,QD,AS,0,0
5D,3H,QD,7D,JD,7H,1,0,KH,JH,JC,10S,9D,1,0,5S,KD,KC,6C,8D,0,1,AC,5C,7C,7S,2C,1,0,4H,JS,QH,8H,3C,0,0,9S,3S,9H,8S,AD,1,0
KC,5D,QC,6C,5H,6H,2,1,10S,AC,2H,JC,QS,0,0,AS,4H,10C,8C,7S,0,0,9C,JS,3H,KS,7C,0,0,7D,8S,KD,10H,5S,0,0,JD,3S,3D,8D,2S,1,0
KS,8H,5D,6C,8C,JD,1,0,10S,7H,7S,5S,3S,1,0,2D,10D,5C,3H,2H,1,0,AH,KH,2C,QH,9S,0,0,9D,5H,JC,JH,9C,2,1,6H,3D,9H,AD,3C,1,0
5D,4H,9D,7D,10D,6D,0,0,8C,9H,7S,9S,3H,1,0,AC,QD,KD,4C,KH,0,1,AS,KC,6H,2C,4D,0,0,KS,2H,3C,AH,QH,0,0,5H,7H,10H,QC,6C,0,0
QD,JC,7C,3S,3H,5C,1,1,AD,10D,3C,KD,AH,1,0,10H,5S,6D,JH,2H,0,0,3D,QS,AS,8C,KH,0,0,KS,4C,9S,7S,6C,0,0,KC,10S,2C,JS,JD,1,0
5C,AC,7C,7S,4H,3S,1,1,5H,JS,AS,2D,10S,0,0,AH,6C,QD,JC,9D,0,0,AD,10D,9C,5D,QC,0,0,2C,KD,4S,9H,10C,0,0,4C,6H,4D,3D,8H,1,0
QS,9D,4D,7S,9S,KC,1,0,2D,9C,5C,8S,10C,0,0,7H,QH,8D,QD,7D,2,0,5H,6C,4H,4C,AD,1,0,8H,10H,JD,JC,KD,1,1,8C,2C,KH,3C,2H,1,0
3S,10D,3D,AD,KC,KS,1,0,2D,10S,JH,2C,6S,1,0,AC,4D,2S,KH,2H,1,0,JD,3H,QS,JC,5S,1,0,7H,7D,3C,4H,10C,1,0,QH,10H,7S,9S,8S,0,1
8D,10H,6C,10C,2H,4D,1,0,QS,5H,5C,9D,KC,1,0,AH,9H,4S,6D,JD,0,0,KS,2S,8H,6H,5S,0,0,AS,AD,2D,JH,QH,1,0,QD,8S,6S,4C,AC,0,1
AD,6C,4H,4S,6H,QC,2,1,8H,10S,5C,10D,5D,2,0,5H,8S,5S,KH,2C,1,0,AC,3C,7D,9C,KC,0,0,AS,2D,JC,JH,7C,1,0,6D,4D,2S,9S,JS,0,0
8D,6C,5D,2C,4H,2D,1,0,10C,QH,5C,QS,KH,1,0,7S,KC,9D,4C,KS,0,0,3H,JS,AC,AS,5S,1,1,5H,6S,JH,AH,3C,0,0,6D,JD,2S,QC,9S,0,0
9D,6H,3D,4S,7H,2C,0,0,8C,4H,7C,5C,8D,1,1,2H,KS,QD,4C,QH,1,0,3H,AH,JS,10H,KC,0,0,8S,10D,8H,9S,7S,1,0,KD,9H,2S,5S,7D,0,0
2D,6D,4D,8S,2S,AH,1,0,5C,KS,JS,AD,3D,0,1,KC,QH,9D,KH,8C,0,0,9S,7D,9H,10C,10D,2,0,JH,KD,7H,6S,6C,1,0,QS,4H,QC,5S,5D,2,0
2S,KS,4S,3H,8D,2D,1,0,KC,6D,QS,7C,JS,0,0,JH,4C,7S,8C,9H,0,0,2H,QH,QC,JD,KD,1,0,KH,5C,6H,8S,8H,1,1,JC,10S,4H,3S,10C,1,0
4D,2S,7D,4C,KH,KD,1,0,JS,7S,JC,5D,JD,1,0,AC,AH,2C,2H,3H,2,1,3D,8C,AD,7C,6C,0,0,9H,10S,QS,10D,QC,2,0,6H,AS,5S,KS,8D,0,0
JD,JH,KS,QH,7C,5D,1,0,3S,7S,5C,JS,5H,1,0,2S,7D,AD,8S,JC,0,0,3H,9H,8D,KD,4C,0,0,2D,6D,4H,3C,10C,0,0,9S,2C,8H,10S,9C,1,1
3H,5C,3C,6H,8C,10H,1,0,9C,QD,JH,9S,2D,1,0,9D,7S,8S,4D,6C,0,0,7C,8H,2H,7H,QS,1,0,10S,3S,2S,3D,5D,1,0,6D,7D,JC,JS,6S,2,1
2D,8C,QH,6C,3H,AS,0,0,6H,AC,4H,3S,JS,0,0,AD,AH,8H,5S,4D,1,1,7H,3D,2S,QC,3C,1,0,7D,2C,4S,10S,KS,0,0,KC,QD,5C,KH,7C,0,0
2H,9D,2S,10S,8C,AD,1,0,5C,AC,4S,5D,6S,1,0,8D,4H,2C,6H,QD,0,0,JC,9H,4D,2D,6C,0,0,JD,7C,8H,10D,AH,0,1,9C,7H,4C,7D,JS,1,0
3S,4C,6H,9H,7H,7D,1,0,10C,3D,6S,AD,JC,0,0,10S,AC,2S,KC,KH,0,0,9S,4D,4S,8H,7C,1,1,JD,9C,JH,8S,2D,1,0,2C,10D,QC,KS,3H,0,0
3H,5C,3D,10S,QD,AH,1,0,AC,QS,JS,AS,6D,1,0,7D,7C,QC,5D,6C,1,1,KC,10H,2S,5H,JH,0,0,4D,7S,KS,2C,8D,0,0,9H,6S,3C,8S,10D,0,0
QC,3C,9D,7S,4D,6S,0,0,KC,2C,9H,6C,JD,0,0,6H,5H,10H,AH,7H,0,0,5D,JC,10S,2S,QD,0,1,3H,8H,4C,KS,JS,0,0,8D,AS,6D,2H,AD,1,0
7C,10S,6D,10D,2S,4D,1,1,AD,AH,6S,2H,QS,1,0,JC,8H,5D,6H,9H,0,0,4H,5S,3D,JH,QC,0,0,3C,6C,4C,8C,10C,0,0,9C,3S,5H,7D,QH,0,0
8H,5S,9C,2H,JD,2C,1,0,10D,4S,9S,10C,4C,2,1,KH,7S,10H,KS,4H,0,0,KD,8D,3H,KC,JS,0,0,9H,5H,AH,AC,3S,1,0,6D,6H,3C,JC,4D,1,0
8C,KH,6D,7C,QC,AC,0,0,AS,2H,4S,3C,6C,0,0,KS,QH,AD,5S,7H,0,1,8S,5C,8H,4H,JC,1,0,6H,JD,6S,9D,2C,1,0,10C,10S,10D,3D,JH,1,0
AH,9H,9C,10S,2S,6H,1,0,QC,5D,9D,7D,3C,0,0,6C,4S,4H,JD,8C,1,0,3D,5H,8D,10C,3H,1,0,KD,AD,8S,AC,6D,1,0,2H,3S,KS,6S,2D,1,1
6C,6H,8H,9C,10S,JD,1,1,10H,9H,KD,JC,10C,1,0,6D,2S,7H,8C,7C,1,0,5C,10D,JS,8S,QD,0,0,KH,3D,5S,QS,8D,0,0,KC,5H,2H,JH,AD,0,0
3C,4C,2D,3H,5C,AD,1,0,9S,JS,5S,JC,AH,1,0,7S,3D,KD,JH,8D,0,0,3S,AC,10S,9H,7H,0,0,5H,10D,AS,5D,4S,1,1,9D,KS,10H,8C,6D,0,0
9S,7H,KS,6S,7D,5S,1,0,JD,KC,10S,9H,4D,0,0,9D,3H,4H,5C,7C,0,0,10D,AS,8S,6D,4S,0,1,5H,2D,QS,2H,6H,1,0,8C,3S,KD,8H,10C,1,0
